Subject;Activity;Verb phrases;Noun phrases;VerbPhrases;NounPhrases;ProperNouns
FSS STRAP;Optimize Field Stabilisation;optimizes;Field Stabilisation;optimize;field stabilisation;
Azimuth Drive;Calibrate Az axis;calibrates;axis;;calibrate az axis;
DewPoint Sensor;Monitor Environmental data;monitors;Environmental data;monitor;environmental data;
Air Conditioning;Monitor Telescope Temperature;monitors;Telescope Temperature;monitor;telescope temperature;
User;Power On FAS;powers on;FAS;;power on fas;
FAS TCCD;Calibrate Az axis;calibrates;axis;;calibrate az axis;
M2 Mirror;Get M2 Focus Position;gets;M2 Focus Position;get;m2 focus position;
User;Adjust Pointing Axis Reference Points;adjusts pointing;Axis Reference Points;adjust;pointing axis reference points;
User;Set M6 Tilt Angles;sets;M6 Tilt Angles;set;m6 tilt angles;
User;Make Pointing Error Measurement;makes pointing;Error Measurement;make pointing;error measurement;
TRS;Power On/Off M6;powers on;M6;;power|m6;
Tracking Axis Drive;Preset Telescope;presets;Telescope;;preset telescope;
FSS Field Diaphragm;Set FSS Field Diaphragm;sets;FSS Field Diaphragm;set;fss field diaphragm;
TRS;Stop Autoguiding;stops;Autoguiding;stop autoguiding;;
User;Probe to Next Guide Star;probes to;Next Guide Star;probe to;next guide star;
FAS TCCD;Power On FAS;powers on;FAS;;power on fas;
User;Set M2 Tilt Angles;sets;M2 Tilt Angles;set;tilt angles;
User;Offset Guide Probe on star;off sets;Guide Probe on star;;offset guide probe on star;
User;Get M2 Center Position;gets;M2 Center Position;get;m2 center position;
M6 Mirror;Center M6;centers;M6;;center m6;
User;Cyclic closed loop active optics corrections;;Cyclic closed loop active optics corrections;;cyclic closed loop active optics corrections;
Enclosure;Close Enclosure;closes;Enclosure;;close enclosure;
M10 Mirror;Center M10;centers;M10;;center m10;
M6 Mirror;Monitor M6 Status;monitors;M6 Status;monitor;m6 status;
Tracking Axis Drive;Preset Telescope to Named Position;presets;Telescope|Named Position;named;preset telescope|position;
TRS;Monitor M6 Status;monitors;M6 Status;monitor;m6 status;
User;Prepare for Pupil Alignment;prepares for;Pupil Alignment;prepare for;pupil alignment;
TRS;Monitor Cabinet Cooling;monitors;Cabinet Cooling;;monitor cabinet cooling;
User;Measure and Install POM;instals;Measure|POM;measure|install;pom;
TRS;Get Tracking Remaining Time;gets;Tracking|Time;get|remaining;tracking|time;
FSS Filter Wheel;Set FSS Filter Wheel;sets;;set;fss filter wheel;
User;Adjust Coude Focus;adjusts;Focus;adjust;coude focus;
Altitude Cabinet;Monitor Cabinet Cooling;monitors;Cabinet Cooling;;monitor cabinet cooling;
User;Combined Offset;combines;Offset;combined;offset;
Transporter;Check Status Anchors;checks;Status Anchors;check;status anchors;
User;Set M10 Tilt Angles;sets;Tilt Angles;set;tilt angles;
User;Read Telescope Temperature Sensors;reads;Telescope Temperature Sensors;read;telescope temperature sensors;
User;Set M2 Focus Position;sets;M2 Focus Position;set;m2 focus position;
User;Stop Field Stabilization;stops;Field Stabilization;stop;field stabilization;
User;Calibrate Az axis;calibrates;axis;;calibrate az axis;
FSS Filter Wheel;Get FSS Filter Wheel;gets;;get;fss filter wheel;
M2 Mirror;Do one M2 position setting;does;M|position setting;do;position setting;
User;Stop Autoguiding;stops;;stop autoguiding;;
Tracking Axis Drive;Stop Telescope Motion;stops;Telescope Motion;stop;telescope motion;
Catalogs;Probe to Next Guide Star;;Probe to;probe to;next guide star;
User;Stop VLTI Focus Adjustment;stops;VLTI Focus Adjustment;stop;vlti focus adjustment;
User;Install POM;instals;;;install pom;
User;Set Reference Temperature;sets;Reference Temperature;set;reference temperature;
M10 Mirror;Set M10 Tilt Angles;sets;Tilt Angles;set;tilt angles;
User;Modify POM term;modifies;POM term;modify;pom term;
ASM;Monitor Environmental data;monitors;Environmental data;monitor;environmental data;
User;Get Enclosure Temperature;gets;Enclosure Temperature;get;enclosure temperature;
User;Set Tracking Wavelength;sets;Tracking Wavelength;set;tracking wavelength;
TRS;Control FS Corrections;;Control FS Corrections;control;fs corrections;
TRS;Stop Chopping;stops;Chopping;stop chopping;;
User;Switch On/Off Nasmyth Beacon Light Source;switches on;Beacon Light Source;switch on;nasmyth beacon light source;
TRS;Monitor Environmental data;monitors;Environmental data;monitor;environmental data;
FSS STRAP;Set FSS Filter Wheel;sets;FSS Filter Wheel;set;fss filter wheel;
Tracking Axis Drive;Offset Alt/Az;off sets;Alt/Az;;offset alt|az;
FSS STRAP;Stop FSS Acquisition;stops;FSS Acquisition;stop;fss acquisition;
Nasmyth Beacon Light Sources;Set Nasmyth Beacon Light Level;sets;Level;set;nasmyth beacon light level;
User;Set FSS Field Diaphragm;sets;Field Diaphragm;set;fss field diaphragm;
User;Preset Telescope to Astronomical Coordinates;presets;Telescope|Astronomical Coordinates;##set;telescope to astronomical coordinates;
User;Prepare FAS Setup;prepares;FAS Setup;prepare;fas setup;
User;Control FS Corrections;controls;FS Corrections;control;fs corrections;
User;Preset Telescope in Alt/Az Coordinates;presets;Telescope in Alt/Az Coordinates;##set;telescope in alt|az coordinates;
FSS STRAP;Send FSS Setup;sends;FSS Setup;send;fss setup;
User;Do one calibrated correction;does;correction;calibrated;correction;
User;Close Enclosure;closes;Enclosure;;close enclosure;
User;Offset Alt/Az;off sets;Alt/Az;;offset alt|az;
M6 Mirror;Set M6 Tilt Angles;sets;M6 Tilt Angles;set;m6 tilt angles;
User;Check Status Air Conditioning;checks;Status Air Conditioning;check;status air conditioning;
FSS STRAP;Start FSS Acquisition;starts;Acquisition;start;fss acquisition;
M6 Mirror;Monitor Power Status;monitors;Power Status;monitor;power status;
Tracking Axis Drive;Preset Telescope in Alt/Az Coordinates;presets;Telescope in Alt/Az Coordinates;##set;telescope in alt|az coordinates;
TRS;Start Autoguiding;starts;Autoguiding;start|##ding;autogui;
ASM;Periodic Set Reference Temperature;;Periodic Set Reference Temperature;;periodic set reference temperature;
TRS;Start Field Stabilization;starts;Field Stabilization;start;field stabilization;
M10 Mirror;Get M10 Tilt Angles;gets;Angles;get;tilt angles;
User;Save Guide Detector Image;saves;Guide Detector Image;save;guide detector image;
Air Conditioning;Monitor Temperature data;monitors;Temperature data;monitor;temperature data;
User;Set M2 Center Position;sets;M2 Center Position;set;center position;
User;Telescope Offset;;Telescope Offset;;telescope offset;
FSS STRAP;Calibrate M6 versus Coude Sensors;calibrates;M6|Coude Sensors;;calibrate m6 versus coude sensors;
Hydraulic & Pneumatic Systems;Monitor HPS Status;monitors;HPS Status;monitor;hps status;
Telescope Temperature Sensors;Read Telescope Temperature Sensors;reads;Telescope Temperature Sensors;read;telescope temperature sensors;
User;Switch On/Off Pupil Beacon Light Source;switches on;Pupil Beacon Light Source;switch on;pupil beacon light source;
Enclosure;Open Enclosure;opens;Enclosure;;open enclosure;
User;Center Guide Star;centers;Guide Star;;center guide star;
User;Prepare for Image Alignment;prepares for;Image Alignment;prepare for;image alignment;
User;Set Storage Mode for Pointing Measurements;sets;Storage Mode for Pointing Measurements;set|pointing;storage mode|measurements;
User;Configure Chopping;configures;Chopping;con|##gure;##fi|chopping;
M2 Beacon;Switch On/Off Pupil Beacon Light Source;switches on;Pupil Beacon Light Source;switch on;pupil beacon light source;
User;Center Object;centers;Object;;center object;
M1 Temperature;Monitor Temperature data;monitors;Temperature data;monitor;temperature data;
Tracking Axis Drive;Make Pointing Error Measurement;makes;Pointing Error Measurement;make pointing;error measurement;
User;Store POM Measure;stores;POM Measure;;store pom measure;
FAS TCCD;Stop FAS Acquisition;stops;FAS Acquisition;stop;fas acquisition;
User;Get FSS Field Diaphragm;gets;FSS Field Diaphragm;get;fss field diaphragm;
User;Set Dew Point Margin;sets;Dew Point Margin;set;dew point margin;
User;Check Status Anchors;checks;Status Anchors;check;status anchors;
Flow Meter;Monitor Cooling Flow;monitors;Cooling Flow;monitor;cooling flow;
User;Center M6;centers;M6;;center m6;
User;Optimize Field Stabilisation;optimizes;Field Stabilisation;optimize;field stabilisation;
TRS;Start Chopping;starts;Chopping;start|##ping;chop;
User;Set Nasmyth Wheel;sets;Nasmyth Wheel;set;nasmyth wheel;
Air Conditioning;Stop Air Conditioning;stops;Air Conditioning;stop;air conditioning;
User;Start Autoguiding;starts;Autoguiding;start|##ding;autogui;
Enclosure Anemometer;Monitor Enclosure Anemometer;monitors;Enclosure Anemometer;;monitor enclosure anemometer;
User;Set FAS Integration Time;sets;FAS Integration Time;set;fas integration time;
Enclosure;Monitor Temperature data;monitors;Temperature data;monitor;temperature data;
User;Make POM;makes;POM;make;pom;
User;Set Tracking Additional Velocity;sets;Tracking Additional Velocity;set;tracking additional velocity;
User;Set Coude Beam Switching Device;sets;Coude Beam Switching Device;set;coude beam switching device;
TRS;Stop Field Stabilization;stops;Field Stabilization;stop;field stabilization;
User;Start Field Stabilization;starts;Field Stabilization;start;field stabilization;
M2 Mirror;Get M2 Tilt Angles;gets;M2 Tilt Angles;get;tilt angles;
User;Get FSS Filter Wheel;gets;FSS Filter Wheel;get;fss filter wheel;
TRS;Monitor Enclosure Anemometer;monitors;Enclosure Anemometer;;monitor enclosure anemometer;
FAS TCCD;Start FAS Acquisition;starts;FAS Acquisition;start;fas acquisition;
Enclosure Anemometer;Monitor Environmental data;monitors;Environmental data;monitor;environmental data;
Nasmyth Beacon Light Sources;Switch On Nasmyth Beacon Light Source;switches on;Beacon Light Source;switch on;nasmyth beacon light source;
M2 Mirror;Set M2 Center Position;sets;M2 Center Position;set;center position;
User;Start FAS Acquisition;starts;FAS Acquisition;start;fas acquisition;
User;Stop Delay Constant Alignment;stops;Delay Constant Alignment;;stop delay constant alignment;
User;Set FSS Filter Wheel;sets;FSS Filter Wheel;set;fss filter wheel;
User;Stop current action;stops;current action;stop;current action;
User;Preset Telescope to Catalogue Object;presets;Telescope|Catalogue Object;catalogue;preset telescope to|object;
FSS Field Diaphragm;Get FSS Field Diaphragm;gets;FSS Field Diaphragm;get;fss field diaphragm;
Support Manager;Review & Escalate;Review;;review|escalate;;
Employee;Enter Order;Enter;Order;enter;order;
Clerk;Fill a Post label;Fill;Post label;fill;post label;
Business participant;Increment Tally;Increment;Tally;;increment tally;
Hardware Retailer;Take out extra insurance;Take out;extra insurance;take out;extra insurance;
2nd Level Support Agent;Ask developer;Ask;developer;ask;developer;
Nobel Committee Medicine;Select Final Candidates and Their Works;Select;Final Candidates|Works;select;final candidates|works;
Order Process;Approve Order;Approve;Order;approve;order;
Candidate;Submit Application;Submit;Application;submit;application;
Travel Agent;Confirm Booking;Confirm;Booking;confirm;booking;
Expert;Assess Candidates Work;Assess;Candidates Work;assess|work;candidates;
Business participant;Check availability with supplier;Check;availability with supplier;check;availability with supplier;
Online Shop;Check Stock Level;Check;Stock Level;check;stock level;
Candidate;Interview;Interview;;;interview;
Business participant;Cancel Request;Cancel;Request;cancel;request;
System Communication;Book Order;Book;Order;;book order;
No Magic;Prepare Talk Presentation;Prepare;Talk Presentation;prepare;talk presentation;
Seller;Send an offer to the client;Send;offer to the client;send;offer to the client;
Pizza Customer;Ask for the pizza;Ask for;pizza;ask for;pizza;
Car House;Enter User and Dates;Enter;User|Dates;enter;user|dates;
Logistics Manager;Take out extra insurance;Take out;extra insurance;take out;extra insurance;
Sales Department;Prepare special terms;Prepare;special terms;prepare;special terms;
Business participant;E-Mail Vote Deadline Warning;E-mail;Vote Deadline Warning;;e|mail vote deadline warning;
Seller;Develop proposal;Develop;proposal;develop;proposal;
Software developer;Provide feedback for 2nd level support;Provide;feedback for 2nd level support;provide;feedback for 2nd level support;
Clerk;Assign carrier;Assign;carrier;assign;carrier;
Developer;Verify bug;Verify;bug;;verify bug;
Bank;Assess risk;Assess;risk;assess;risk;
1st level support;Edit 1st level ticket;Edit;1st level|ticket;;1st level ticket;
Travel Agent;Propose Booking Status;Propose;Booking Status;propose;booking status;
Nobel Committee Medicine;Hold Nobel Price Ceremony;Hold;Nobel Price Ceremony;hold;nobel price ceremony;
Warehouse;Ship Goods;Ship;Goods;;ship goods;
Trouble Ticket System;edit 1st level ticket;Edit;edit 1st level ticket;;1st level ticket;
Trouble Ticket System;Edit account manager;Edit;Edit account manager;;edit account manager;
Customer;Confirm Interest;Confirm;Interest;confirm;interest;
Hardware Retailer;Decide if normal post or special shipment;Decide;normal post|special shipment;decide;normal post|special shipment;
No Magic;Publish Seminar Description in Website;Publish;Seminar Description in Website;publish;seminar description in website;
Vacation Request Approval Process;Mark vacation in Calendar;Mark;vacation in Calendar;;mark vacation in calendar;
User;report bug;report;bug;;report bug;
Customer;Place Order;Place;Order;;place order;
Marketing Manager;Publish Seminar Description in Website;Publish;Seminar Description in Website;publish;seminar description in website;
Customer;Select Travel;Select;Travel;select;travel;
Trouble Ticket System;Add to backlog;Add to;backlog;add to;backlog;
Administrator;Notify user;Notify;user;notify;user;
1st level support;Edit account manager;Edit;account manager;;edit account manager;
Librarian;Register Reservation;Register;Reservation;;register reservation;
1st Level Support Agent;Classify ticket;Classify;ticket;classify;ticket;
Business participant;Send Results Via E-Mail;Send;Results Via E-Mail;send;results via e|mail;
Business participant;Request Hold;Request;Hold;;request hold;
Technician;Receive Notification;Receive;Notification;receive;notification;
Risk Analyst;Assess risks;Assess;risks;assess;risks;
Car House;Select Car;Select;Car;select;car;
No Magic;Welcome Participants;Welcome;Participants;;welcome participants;
Seller;Change the terms of the offer;Change;terms of the offer;change;terms of the offer;
Business participant;Get Book Status;Get;Book Status;get;book status;
No Magic;Evaluate Participants Number;Evaluate;Participants Number;evaluate;participants number;
Manager;Approve Order;Approve;Order;approve;order;
Business participant;Reply On Loan ;Reply on;Loan;reply on;loan;
Cab Driver;Pickup Customer;Pickup;Customer;;pickup customer;
Business participant;Send Registered Warning Letter;Send;Registered Warning Letter;send registered;warning letter;
Support Department;Work Offline;Work;Offline;work;;
Organization;Initiate File;Initiate;File;initiate;file;
Nobel Committee Medicine;Select Preliminary Candidates;Select;Preliminary Candidates;select;preliminary candidates;
Nobel Assembly;Announce Nobel Prize Laureates;Announce;Nobel Prize Laureates;announce;nobel prize laureates;
Pizza Customer;Eat the pizza;Eat;pizza;eat;pizza;
Firm;Reject Application;Reject;Application;reject;application;
Candidate;Review Offer;Review;Offer;;review offer;
Trouble Ticket System;Send Mail to Account Manager;Send;Mail to Account Manager;send;mail to account manager;
Business participant;Receive Issue List;Receive;Issue List;receive;issue list;
Warehouse Worker;Package goods;Package;Goods;;package goods;
Business participant;Process Payment;Process;Payment;;process payment;
No Magic;Register Participant;Register;Participant;register;participant;
Hardware Retailer;Request quotes from carriers;Request;quotes from carriers;;request quotes from carriers;
1st Level Support Agent;Handle 1st level issue;Handle;1st level issue;handle;1st level issue;
No Magic;Give talk;Give;talk;give;talk;
Online Shop;Suggest Change;Suggest;Change;suggest;change;
Recruiter;Schedule Interview;Schedule;Interview;;schedule interview;
Car House;Show Reservation;Show;Reservation;show;reservation;
pizza chef;Bake the pizza;Bake;pizza;bake;pizza;
Administrative Department;Bill;Bill;;;bill;
Hardware Retailer;Fill a Post label;Fill;Post label;fill;post label;
1st level support;Open Ticket;Open;ticket;;open ticket;
System Communication;Store in Marketing System Client 100;Store in;Marketing System Client 100;;store in marketing system client 100;
Nobel Committee Medicine;Send Nomination Form;Send;Nomination Form;send;nomination form;
Business participant;Moderate Conference Call Discussion;Moderate;Conference Call Discussion;;moderate conference call discussion;
Technician;Work Offline;Work;Offline;work;;
Hardware Retailer;Add paperwork;Add;paperwork;add;paperwork;
2nd level support;Edit 2nd level ticket;Edit;Edit 2nd level ticket;;2nd level ticket;
Marketing Manager;Collect Questionnaries;Collect;Questionnaries;collect;questionnaries;
Reader;Return Item;Return;Item;;return item;
Trouble Ticket System;Edit 2nd level ticket;Edit;2nd Level Ticket;;2nd level ticket;
Marketing Manager;Make Internal Seminar Anoucement;Make;Seminar;make;internal seminar anoucement;
Business participant;Register Order in Manufacturing System;Register;Order in Manufacturing System;;register order in manufacturing system;
Aqua Distilled Water Company;Verify Customer Identity;Verify;Customer Identity;verify;customer identity;
2nd level support;Add to backlog;Add to;backlog;add to;backlog;
Seminar Coordinator;Make Internal Seminar Anoucement;Make;Seminar;make;internal seminar anoucement;
Nobel Committee Medicine;Submit Report with Recommendations;Submit;Report with Recommendations;submit;report with recommendations;
Reservation;Submit Car Reservation;Submit;Car Reservation;submit;car reservation;
Nobel Committee Medicine;Send list of Selected Preliminary Candidates;Send;list of Preliminary Candidates;send|selected;list|preliminary candidates;
2nd level support;edit 2nd level ticket;edit;2nd level|ticket;;2nd level ticket;
Nominator;Identify Potential Nominee(s);Identify;Potential Nominee;identify;potential nominee;
Travel Agent;Get Alternative Time;Get;Alternative Time;get;alternative time;
Organization;Check Solvency;Check;Solvency;check;solvency;
Order Process;Enter Order;Enter;Order;enter;order;
Employee;Update Vacation Request;Update;Vacation Request;;update vacation request;
Organization;Bill;Bill;;;bill;
Trouble Ticket System;Insert issue into product backlog;Insert;issue into product|backlog;insert;issue into product backlog;
Organization;Book Travel;Book;Travel;;book travel;
Candidate;Fill out Employment Froms;Fill out;Employment Froms;fill out;employment froms;
Customer;Request Booking;Request;Booking;;request booking;
Trouble Ticket System;edit 2nd level ticket;edit;Edit 2nd level ticket;;2nd level ticket;
Business participant;Moderate E-mail Discussion;Moderate;E-mail Discussion;;moderate e|mail discussion;
Developer;Notify administrator;Notify;administrator;notify;administrator;
Trouble Ticket System;Send mail to account manager;Send;Mail to Account Manager;send;mail to account manager;
Sales Department;Prepare contract;Prepare;contract;prepare;contract;
Seminar Speaker;Give talk;Give;talk;give;talk;
Aqua Distilled Water Company;Deliver Water;Deliver;Water;deliver;water;
Firm;Review Application;Review;Application;;review application;
Logistic Department Worker;Deliver Water;Deliver;Water;deliver;water;
No Magic;Arrange Facilities and Meals;Arrange;Facilities|Meals;arrange;facilities|meals;
Travel Agent;Check Availability;Check;Availability;check;availability;
Business participant;Reduce Number of Voting Members and Recalculate Votes;Reduce;Number of Voting Members|Recalculate Votes;reduce|recalculate;number of voting members|votes;
Bank;Send quote;Send;quote;send;quote;
Administrator;Install new version;Install;new version;install;new version;
Clerk;Decide if normal post or special shipment;Decide;normal post|special shipment;decide;normal post|special shipment;
Nobel Committee Medicine;Determine Need for Expert Assistance;Determine;Need for Expert Assistance;determine;need for expert assistance;
Seller;Consider the proposal;Consider;proposal;consider;proposal;
No Magic;Send Invitations to Customers;Send;Invitations to Customers;send;invitations to customers;
Sales Representative;Suggest Change;Suggest;Change;suggest;change;
Front Desk;Review & Escalate;Escalate;Review;review|escalate;;
Clerk;Check if extra insurance is necessary;Check;extra insurance;check;extra insurance;
System Communication;Store in Statistical System;Store in;Statistical System;store in;statistical system;
CRM;Get Client Information;Get;Client Information;get;client information;
Support Department;Receive Notification;Receive;Notification;receive;notification;
Vacation Request Approval Process;Approve Vacation Request;Approve;Vacation Request;approve;vacation request;
Marketing Manager;Welcome Participants;Welcome;Participants;;welcome participants;
2nd level support;edit 2nd level ticket;Edit;2nd Level Ticket;;2nd level ticket;
Customer Service Assistant;Forward Order;Forward;Order;;forward order;
Sales rep;Calculate terms;Calculate;terms;calculate;terms;
Trouble Ticket System;Open ticket;Open;ticket;;open ticket;
Business participant;Receive Book Request;Receive;Book Request;receive;book request;
Support Manager;Receive Notification;Receive;Notification;receive;notification;
Nobel Assembly;Discuss Nominators (Meeting 1);Discuss;Nominators|Meeting 1;discuss;nominators|meeting 1;
No Magic;Prepare Seminar Description;Prepare;Seminar Description;prepare;seminar description;
Firm;Prepare Offer;Prepare;Offer;prepare;offer;
Sales Department;Indicate Price;Indicate;Price;indicate;price;
Reader;Find Wanted Title;Find Wanted;Title;find wanted;title;
Business participant;Post Results on Web Site;Post;Post Results on Web Site;post;results on web site;
Sales manager;Consider the proposal;Consider;proposal;consider;proposal;
Librarian;Notify First Waiting Reader;Notify;First Waiting Reader;notify;first waiting reader;
Service Contract Implementation Layer;Store in Marketing System Client 200;Store in;Marketing System Client;;store in marketing system client 200;
Marketing Manager;Arrange Facilities and Meals;Arrange;Facilities|Meals;arrange;facilities|meals;
Recruiter;Prepare Offer;Prepare;Offer;prepare;offer;
1st level support;Send Mail to Account Manager;Send;Mail to Account Manager;send;mail to account manager;
2nd level support;Insert issue into product backlog;Insert;issue into product|backlog;insert;issue into product backlog;
Vacation Request Approval Process;Book Vacation;Book;Vacation;;book vacation;
Nobel Committee Medicine;Collect Candidates Work Assessment Reports;Collect;Candidates Work Assessment Reports;collect;candidates work assessment reports;
Travel Agent;Get Booking Request;Get;Booking Request;get;booking request;
Nominator;Send Nominee Completed Form(s);Send;Form;send|completed;nominee|form;
Reservation;Get Confirmation;Get;Confirmation;get;confirmation;
Key account manager;Get problem description;Get;problem description;get;problem description;
Business participant;Check Calendar for Conference Call;Check;Calendar for Call;check;calendar for conference call;
Sales Department;Send quote;Send;quote;send;quote;
Manager;Approve Vacation Request;Approve;Vacation Request;approve;vacation request;
Employee;Mark vacation in Calendar;Mark;vacation in Calendar;;mark vacation in calendar;
Trouble Ticket System;Close Ticket;Close;ticket;;close ticket;
Technician;Acknowledge;Acknowledge;;;acknowledge;
Hardware Retailer;Package goods;Package;goods;;package goods;
Sales Department;Initiate File;Initiate;File;initiate;file;
Sales manager;Prepare special terms;Prepare;special terms;prepare;special terms;
Order Process;Book Order;Book;Order;;book order;
Pizza Customer;Select a pizza;Select;pizza;select;pizza;
Bank;Prepare special terms;Prepare;special terms;prepare;special terms;
Support Department;Update Client on Delay;Update;Client on Delay|Escl;update;client on delay;
Vacation Request Approval Process;Update Vacation Request;Update;Update Vacation Request;;update vacation request;
Sales Department;Calculate terms;Calculate;terms;calculate;terms;
ERP Expert;Resolve Communication Problem and Book Order;Resolve;Communication Problem|Book Order;resolve;communication problem|book order;
Business participant;Hold Reply;Hold;Reply;hold;reply;
Car House;Set Available Cars;Set;Available Cars;set;available cars;
2nd Level Support Agent;Document 2nd level result;Document;2nd level result;;document 2nd level result;
Car House;Get Confirmation;Get;Confirmation;get;confirmation;
Trouble Ticket System;Open Ticket;Open;ticket;;open ticket;
Organization;Indicate Price;Indicate;Price;indicate;price;
Trouble Ticket System;Insert Issue into Product Backlog;Insert;Issue into Product Backlog;insert;issue into product backlog;
Seminar Coordinator;Open Seminar;Open;Seminar;;open seminar;
Business participant;Prepare Invoice;Prepare;Invoice;prepare;invoice;
Service Contract Implementation Layer;Book Order;Book;Order;;book order;
Service Contract Implementation Layer;Store in Marketing System Client 100;Store in;Marketing System Client;;store in marketing system client 100;
Technician;Connect Remotely to Client;Connect;Client;connect;client;
Reader;Get Item;Get;Item;get;item;
Administrative Department;Check Solvency;Check;Solvency;check;solvency;
Seminar Coordinator;Send Invitations to Customers;Send;Invitations to Customers;send;invitations to customers;
Support Department;Acknowledge;Acknowledge;;;acknowledge;
Aqua Distilled Water Company;Forward Order;Forward;Order;;forward order;
1st level support;Edit 1st Level Ticket;Edit;1st Level|Ticket;;1st level ticket;
Software developer;Examine problem;Examine;problem;examine;problem;
Seller;Close an offer;Close;offer;close;offer;
Seminar Coordinator;Publish Seminar Description in Website;Publish;Seminar Description in Website;publish;seminar description in website;
Business participant;Start Investigation;Start;Investigation;start;investigation;
Firm;Schedule Interview;Schedule;Interview;;schedule interview;
