Subject;Activity;Verb phrases;Noun phrases;VerbPhrases;NounPhrases;ProperNouns
Tracking Axis Drive;Make Pointing Error Measurement;makes;Pointing Error Measurement;;;Pointing|Measurement
User;Store POM Measure;stores;POM Measure;Store;;POM
FAS TCCD;Stop FAS Acquisition;stops;FAS Acquisition;Stop;FAS Acquisition;
User;Get FSS Field Diaphragm;gets;FSS Field Diaphragm;;;Get FSS|Diaphragm
User;Set Dew Point Margin;sets;Dew Point Margin;Set;Point Margin;Dew
User;Check Status Anchors;checks;Status Anchors;Check;Status Anchors;
Flow Meter;Monitor Cooling Flow;monitors;Cooling Flow;Monitor;Flow;Cooling
User;Center M6;centers;M6;;;M6
User;Optimize Field Stabilisation;optimizes;Field Stabilisation;;;Optimize|Stabilisation
TRS;Start Chopping;starts;Chopping;Start;Chopping;
User;Set Nasmyth Wheel;sets;Nasmyth Wheel;Set;Nasmyth Wheel;
Air Conditioning;Stop Air Conditioning;stops;Air Conditioning;Stop;Air Conditioning;
User;Start Autoguiding;starts;Autoguiding;Start;Autoguiding;
Enclosure Anemometer;Monitor Enclosure Anemometer;monitors;Enclosure Anemometer;Monitor;;Enclosure Anemometer
User;Set FAS Integration Time;sets;FAS Integration Time;Set;;FAS Integration
Enclosure;Monitor Temperature data;monitors;Temperature data;Monitor Temperature;;
User;Make POM;makes;POM;;;POM
User;Set Tracking Additional Velocity;sets;Tracking Additional Velocity;Set;Additional Velocity;Tracking
User;Set Coude Beam Switching Device;sets;Coude Beam Switching Device;Set;;Coude Beam Switching Device
TRS;Stop Field Stabilization;stops;Field Stabilization;Stop Field;Stabilization;
User;Start Field Stabilization;starts;Field Stabilization;Start Field;Stabilization;
M2 Mirror;Get M2 Tilt Angles;gets;M2 Tilt Angles;;;M2 Tilt Angles
User;Get FSS Filter Wheel;gets;FSS Filter Wheel;;Wheel;Get FSS Filter
TRS;Monitor Enclosure Anemometer;monitors;Enclosure Anemometer;Monitor;;Enclosure Anemometer
FAS TCCD;Start FAS Acquisition;starts;FAS Acquisition;;;FAS Acquisition
Enclosure Anemometer;Monitor Environmental data;monitors;Environmental data;Monitor;;
Nasmyth Beacon Light Sources;Switch On Nasmyth Beacon Light Source;switches on;Beacon Light Source;Switch On;Light Source;Nasmyth Beacon
M2 Mirror;Set M2 Center Position;sets;M2 Center Position;Set;M2 Center Position;
User;Start FAS Acquisition;starts;FAS Acquisition;;;FAS Acquisition
User;Stop Delay Constant Alignment;stops;Delay Constant Alignment;Stop;;Delay Constant Alignment
User;Set FSS Filter Wheel;sets;FSS Filter Wheel;Set;Filter Wheel;FSS
User;Stop current action;stops;current action;Stop current;action;
User;Preset Telescope to Catalogue Object;presets;Telescope|Catalogue Object;Object;Catalogue;Preset Telescope
FSS Field Diaphragm;Get FSS Field Diaphragm;gets;FSS Field Diaphragm;;;Get FSS|Diaphragm
Support Manager;Review & Escalate;Review;;Review &;Escalate;
Employee;Enter Order;Enter;Order;;Order;
Clerk;Fill a Post label;Fill;Post label;Fill;label;Post
Business participant;Increment Tally;Increment;Tally;;;Increment Tally
Hardware Retailer;Take out extra insurance;Take out;extra insurance;Take out;extra insurance;
2nd Level Support Agent;Ask developer;Ask;developer;Ask;developer;
Nobel Committee Medicine;Select Final Candidates and Their Works;Select;Final Candidates|Works;;Their Works;Select Final Candidates
Order Process;Approve Order;Approve;Order;;Order;Approve
Candidate;Submit Application;Submit;Application;;;
Travel Agent;Confirm Booking;Confirm;Booking;;;Confirm Booking
Expert;Assess Candidates Work;Assess;Candidates Work;;Work;Assess Candidates
Business participant;Check availability with supplier;Check;availability with supplier;Check;availability with supplier;
Online Shop;Check Stock Level;Check;Stock Level;Check|Level;;
Candidate;Interview;Interview;;Interview;;
Business participant;Cancel Request;Cancel;Request;;Request;Cancel
System Communication;Book Order;Book;Order;Book;Order;
No Magic;Prepare Talk Presentation;Prepare;Talk Presentation;;;Prepare Talk Presentation
Seller;Send an offer to the client;Send;offer to the client;offer to;client;
Pizza Customer;Ask for the pizza;Ask for;pizza;Ask for;pizza;
Car House;Enter User and Dates;Enter;User|Dates;User;Dates;
Logistics Manager;Take out extra insurance;Take out;extra insurance;Take out;extra insurance;
Sales Department;Prepare special terms;Prepare;special terms;;;Prepare|terms
Business participant;E-Mail Vote Deadline Warning;E-mail;Vote Deadline Warning;;Mail Vote Deadline Warning;
Seller;Develop proposal;Develop;proposal;Develop;proposal;
Software developer;Provide feedback for 2nd level support;Provide;feedback for 2nd level support;;level support;Provide feedback|2nd
Clerk;Assign carrier;Assign;carrier;;;Assign carrier
Developer;Verify bug;Verify;bug;;;Verify bug
Bank;Assess risk;Assess;risk;;risk;Assess
1st level support;Edit 1st level ticket;Edit;1st level|ticket;ticket;level;1st
Travel Agent;Propose Booking Status;Propose;Booking Status;;Status;Propose Booking
Nobel Committee Medicine;Hold Nobel Price Ceremony;Hold;Nobel Price Ceremony;;Price Ceremony;Hold Nobel
Warehouse;Ship Goods;Ship;Goods;Ship;Goods;
Trouble Ticket System;edit 1st level ticket;Edit;edit 1st level ticket;;level ticket;1st
Trouble Ticket System;Edit account manager;Edit;Edit account manager;account;manager;
Customer;Confirm Interest;Confirm;Interest;;Interest;Confirm
Hardware Retailer;Decide if normal post or special shipment;Decide;normal post|special shipment;;normal post|special shipment;Decide
No Magic;Publish Seminar Description in Website;Publish;Seminar Description in Website;;Website;Publish Seminar
Vacation Request Approval Process;Mark vacation in Calendar;Mark;vacation in Calendar;;Calendar;Mark vacation
User;report bug;report;bug;report;;bug
Customer;Place Order;Place;Order;Place;Order;
Marketing Manager;Publish Seminar Description in Website;Publish;Seminar Description in Website;;Website;Publish Seminar
Customer;Select Travel;Select;Travel;;Travel;
Trouble Ticket System;Add to backlog;Add to;backlog;Add to|backlog;;
Administrator;Notify user;Notify;user;;user;Notify
1st level support;Edit account manager;Edit;account manager;account;manager;
Librarian;Register Reservation;Register;Reservation;Register;Reservation;
1st Level Support Agent;Classify ticket;Classify;ticket;;ticket;Classify
Business participant;Send Results Via E-Mail;Send;Results Via E-Mail;;Via|Mail;Results
Business participant;Request Hold;Request;Hold;;;Hold
Technician;Receive Notification;Receive;Notification;;;Receive Notification
Risk Analyst;Assess risks;Assess;risks;;;Assess risks
Car House;Select Car;Select;Car;Car;;
No Magic;Welcome Participants;Welcome;Participants;Welcome;Participants;
Seller;Change the terms of the offer;Change;terms of the offer;offer;terms;
Business participant;Get Book Status;Get;Book Status;;Book Status;Get
No Magic;Evaluate Participants Number;Evaluate;Participants Number;;Number;Evaluate Participants
Manager;Approve Order;Approve;Order;;Order;Approve
Business participant;Reply On Loan ;Reply on;Loan;;;Reply|Loan
Cab Driver;Pickup Customer;Pickup;Customer;Customer;;Pickup
Business participant;Send Registered Warning Letter;Send;Registered Warning Letter;;Registered Warning Letter;
Support Department;Work Offline;Work;Offline;Work Offline;;
Organization;Initiate File;Initiate;File;;File;Initiate
Nobel Committee Medicine;Select Preliminary Candidates;Select;Preliminary Candidates;;;Select Preliminary Candidates
Nobel Assembly;Announce Nobel Prize Laureates;Announce;Nobel Prize Laureates;;;Announce Nobel Prize Laureates
Pizza Customer;Eat the pizza;Eat;pizza;;pizza;
Firm;Reject Application;Reject;Application;;Application;Reject
Candidate;Review Offer;Review;Offer;Review;Offer;
Trouble Ticket System;Send Mail to Account Manager;Send;Mail to Account Manager;Account Manager;Mail;
Business participant;Receive Issue List;Receive;Issue List;List;Issue;Receive
Warehouse Worker;Package goods;Package;Goods;;;goods
Business participant;Process Payment;Process;Payment;;Payment;
No Magic;Register Participant;Register;Participant;Register;Participant;
Hardware Retailer;Request quotes from carriers;Request;quotes from carriers;;Request quotes from carriers;
1st Level Support Agent;Handle 1st level issue;Handle;1st level issue;;level issue;1st
No Magic;Give talk;Give;talk;Give talk;;
Online Shop;Suggest Change;Suggest;Change;;Change;Suggest
Recruiter;Schedule Interview;Schedule;Interview;;Interview;Schedule
Car House;Show Reservation;Show;Reservation;;Reservation;
pizza chef;Bake the pizza;Bake;pizza;;pizza;Bake
Administrative Department;Bill;Bill;;;;Bill
Hardware Retailer;Fill a Post label;Fill;Post label;Fill;label;Post
1st level support;Open Ticket;Open;ticket;;Ticket;
System Communication;Store in Marketing System Client 100;Store in;Marketing System Client 100;Store in;System|100;Marketing|Client
Nobel Committee Medicine;Send Nomination Form;Send;Nomination Form;;Form;Nomination
Business participant;Moderate Conference Call Discussion;Moderate;Conference Call Discussion;;Discussion;Moderate Conference Call
Technician;Work Offline;Work;Offline;Work Offline;;
Hardware Retailer;Add paperwork;Add;paperwork;;paperwork;
2nd level support;Edit 2nd level ticket;Edit;Edit 2nd level ticket;ticket;level;2nd
Marketing Manager;Collect Questionnaries;Collect;Questionnaries;;Questionnaries;
Reader;Return Item;Return;Item;;;
Trouble Ticket System;Edit 2nd level ticket;Edit;2nd Level Ticket;ticket;level;2nd
Marketing Manager;Make Internal Seminar Anoucement;Make;Seminar;;Internal;Seminar Anoucement
Business participant;Register Order in Manufacturing System;Register;Order in Manufacturing System;Register;Order|System;Manufacturing
Aqua Distilled Water Company;Verify Customer Identity;Verify;Customer Identity;;Customer;Verify|Identity
2nd level support;Add to backlog;Add to;backlog;Add to|backlog;;
Seminar Coordinator;Make Internal Seminar Anoucement;Make;Seminar;;Internal;Seminar Anoucement
Nobel Committee Medicine;Submit Report with Recommendations;Submit;Report with Recommendations;;Recommendations;
Reservation;Submit Car Reservation;Submit;Car Reservation;Car;Reservation;
Nobel Committee Medicine;Send list of Selected Preliminary Candidates;Send;list of Preliminary Candidates;;list|Candidates;Selected Preliminary
2nd level support;edit 2nd level ticket;edit;2nd level|ticket;;level ticket;2nd
Nominator;Identify Potential Nominee(s);Identify;Potential Nominee;(;s );Identify Potential Nominee
Travel Agent;Get Alternative Time;Get;Alternative Time;;Alternative;Get
Organization;Check Solvency;Check;Solvency;Check;Solvency;
Order Process;Enter Order;Enter;Order;;Order;
Employee;Update Vacation Request;Update;Vacation Request;Update;Vacation Request;
Organization;Bill;Bill;;;;Bill
Trouble Ticket System;Insert issue into product backlog;Insert;issue into product|backlog;Insert;issue into product backlog;
Organization;Book Travel;Book;Travel;Book;Travel;
Candidate;Fill out Employment Froms;Fill out;Employment Froms;Fill out;;Employment Froms
Customer;Request Booking;Request;Booking;;Request Booking;
Trouble Ticket System;edit 2nd level ticket;edit;Edit 2nd level ticket;;level ticket;2nd
Business participant;Moderate E-mail Discussion;Moderate;E-mail Discussion;;mail Discussion;Moderate
Developer;Notify administrator;Notify;administrator;;;Notify administrator
Trouble Ticket System;Send mail to account manager;Send;Mail to Account Manager;mail to|account;manager;
Sales Department;Prepare contract;Prepare;contract;contract;;Prepare
Seminar Speaker;Give talk;Give;talk;Give talk;;
Aqua Distilled Water Company;Deliver Water;Deliver;Water;Water;;Deliver
Firm;Review Application;Review;Application;Review;Application;
Logistic Department Worker;Deliver Water;Deliver;Water;Water;;Deliver
No Magic;Arrange Facilities and Meals;Arrange;Facilities|Meals;;Meals;Arrange Facilities
Travel Agent;Check Availability;Check;Availability;Check;;Availability
Business participant;Reduce Number of Voting Members and Recalculate Votes;Reduce;Number of Voting Members|Recalculate Votes;;Number|Members|Votes;Reduce|Voting|Recalculate
Bank;Send quote;Send;quote;;;
Administrator;Install new version;Install;new version;Install;new version;
Clerk;Decide if normal post or special shipment;Decide;normal post|special shipment;;normal post|special shipment;Decide
Nobel Committee Medicine;Determine Need for Expert Assistance;Determine;Need for Expert Assistance;;Need|Assistance;Determine|Expert
Seller;Consider the proposal;Consider;proposal;;proposal;Consider
No Magic;Send Invitations to Customers;Send;Invitations to Customers;;Invitations to Customers;
Sales Representative;Suggest Change;Suggest;Change;;Change;Suggest
Front Desk;Review & Escalate;Escalate;Review;Review &;Escalate;
Clerk;Check if extra insurance is necessary;Check;extra insurance;Check if;extra insurance|necessary;
System Communication;Store in Statistical System;Store in;Statistical System;Store in;System;Statistical
CRM;Get Client Information;Get;Client Information;Information;;Get Client
Support Department;Receive Notification;Receive;Notification;;;Receive Notification
Vacation Request Approval Process;Approve Vacation Request;Approve;Vacation Request;;Request;Approve Vacation
Marketing Manager;Welcome Participants;Welcome;Participants;Welcome;Participants;
2nd level support;edit 2nd level ticket;Edit;2nd Level Ticket;;level ticket;2nd
Customer Service Assistant;Forward Order;Forward;Order;Forward;Order;
Sales rep;Calculate terms;Calculate;terms;;;Calculate terms
Trouble Ticket System;Open ticket;Open;ticket;;ticket;
Business participant;Receive Book Request;Receive;Book Request;;Book Request;Receive
Support Manager;Receive Notification;Receive;Notification;;;Receive Notification
Nobel Assembly;Discuss Nominators (Meeting 1);Discuss;Nominators|Meeting 1;;(|1 );Nominators|Meeting
No Magic;Prepare Seminar Description;Prepare;Seminar Description;;;Prepare Seminar
Firm;Prepare Offer;Prepare;Offer;;;Prepare Offer
Sales Department;Indicate Price;Indicate;Price;;Price;Indicate
Reader;Find Wanted Title;Find Wanted;Title;;Title;Wanted
Business participant;Post Results on Web Site;Post;Post Results on Web Site;Web;Site;Post Results
Sales manager;Consider the proposal;Consider;proposal;;proposal;Consider
Librarian;Notify First Waiting Reader;Notify;First Waiting Reader;;;Notify|Waiting
Service Contract Implementation Layer;Store in Marketing System Client 200;Store in;Marketing System Client;Store in;System Client 200;Marketing
Marketing Manager;Arrange Facilities and Meals;Arrange;Facilities|Meals;;Meals;Arrange Facilities
Recruiter;Prepare Offer;Prepare;Offer;;;Prepare Offer
1st level support;Send Mail to Account Manager;Send;Mail to Account Manager;Account Manager;Mail;
2nd level support;Insert issue into product backlog;Insert;issue into product|backlog;Insert;issue into product backlog;
Vacation Request Approval Process;Book Vacation;Book;Vacation;Book;Vacation;
Nobel Committee Medicine;Collect Candidates Work Assessment Reports;Collect;Candidates Work Assessment Reports;;Work Assessment Reports;Candidates
Travel Agent;Get Booking Request;Get;Booking Request;;Request;Booking
Nominator;Send Nominee Completed Form(s);Send;Form;(;Completed Form|s );Nominee
Reservation;Get Confirmation;Get;Confirmation;;;Confirmation
Key account manager;Get problem description;Get;problem description;description;problem;Get
Business participant;Check Calendar for Conference Call;Check;Calendar for Call;Check;Calendar;Conference Call
Sales Department;Send quote;Send;quote;;;
Manager;Approve Vacation Request;Approve;Vacation Request;;Request;Approve Vacation
Employee;Mark vacation in Calendar;Mark;vacation in Calendar;;Calendar;Mark vacation
Trouble Ticket System;Close Ticket;Close;ticket;;Ticket;
Technician;Acknowledge;Acknowledge;;;;Acknowledge
Hardware Retailer;Package goods;Package;goods;;;goods
Sales Department;Initiate File;Initiate;File;;File;Initiate
Sales manager;Prepare special terms;Prepare;special terms;;;Prepare|terms
Order Process;Book Order;Book;Order;Book;Order;
Pizza Customer;Select a pizza;Select;pizza;;pizza;
Bank;Prepare special terms;Prepare;special terms;;;Prepare|terms
Support Department;Update Client on Delay;Update;Client on Delay|Escl;Update;Delay;
Vacation Request Approval Process;Update Vacation Request;Update;Update Vacation Request;Update;Vacation Request;
Sales Department;Calculate terms;Calculate;terms;;;Calculate terms
ERP Expert;Resolve Communication Problem and Book Order;Resolve;Communication Problem|Book Order;;Problem|Book Order;Resolve Communication
Business participant;Hold Reply;Hold;Reply;;Reply;
Car House;Set Available Cars;Set;Available Cars;Set;Available Cars;
2nd Level Support Agent;Document 2nd level result;Document;2nd level result;;level result;2nd
