Subject;Activity;Verb phrases;Noun phrases;VerbPhrases;NounPhrases;ProperNouns
Telescope Temperature Sensors;Monitor Temperature data;monitors;Temperature data;Monitor;Temperature data;
User;Stop Air Conditioning;stops;Air Conditioning;Stop;Air Conditioning;
User;Get M6 Tilt Angles;gets;Tilt Angles;;M6 Tilt Angles;
User;Start Chopping;starts;Chopping;Start Chopping;;
User;Check Status Enclosure;checks;Status Enclosure;Check;Status Enclosure;
FSS STRAP;Optimize Field Stabilisation;optimizes;Field Stabilisation;;Optimize Field Stabilisation;
Azimuth Drive;Calibrate Az axis;calibrates;axis;;Calibrate Az;
DewPoint Sensor;Monitor Environmental data;monitors;Environmental data;Monitor;Environmental data;
Air Conditioning;Monitor Telescope Temperature;monitors;Telescope Temperature;;Monitor Telescope Temperature;
User;Power On FAS;powers on;FAS;;Power On FAS;
FAS TCCD;Calibrate Az axis;calibrates;axis;;Calibrate Az;
M2 Mirror;Get M2 Focus Position;gets;M2 Focus Position;;M2 Focus Position;
User;Adjust Pointing Axis Reference Points;adjusts pointing;Axis Reference Points;Adjust Pointing;Axis Reference Points;
User;Set M6 Tilt Angles;sets;M6 Tilt Angles;Set;M6 Tilt Angles;
User;Make Pointing Error Measurement;makes pointing;Error Measurement;Make;Pointing Error Measurement;
TRS;Power On/Off M6;powers on;M6;;Power|Off M6;
Tracking Axis Drive;Preset Telescope;presets;Telescope;;Preset Telescope;
FSS Field Diaphragm;Set FSS Field Diaphragm;sets;FSS Field Diaphragm;;Set FSS Field Diaphragm;
TRS;Stop Autoguiding;stops;Autoguiding;Stop Autoguiding;;
User;Probe to Next Guide Star;probes to;Next Guide Star;Probe to;Next Guide Star;
FAS TCCD;Power On FAS;powers on;FAS;;Power On FAS;
User;Set M2 Tilt Angles;sets;M2 Tilt Angles;;Set M2 Tilt Angles;
User;Offset Guide Probe on star;off sets;Guide Probe on star;;Offset Guide Probe on star;
User;Get M2 Center Position;gets;M2 Center Position;;M2 Center Position;
M6 Mirror;Center M6;centers;M6;;Center M6;
User;Cyclic closed loop active optics corrections;;Cyclic closed loop active optics corrections;closed;Cyclic|loop active optics corrections;
Enclosure;Close Enclosure;closes;Enclosure;;Close Enclosure;
M10 Mirror;Center M10;centers;M10;;Center M10;
M6 Mirror;Monitor M6 Status;monitors;M6 Status;Monitor;M6 Status;
Tracking Axis Drive;Preset Telescope to Named Position;presets;Telescope|Named Position;Named;Preset Telescope|Position;
TRS;Monitor M6 Status;monitors;M6 Status;Monitor;M6 Status;
User;Prepare for Pupil Alignment;prepares for;Pupil Alignment;Prepare for;Pupil Alignment;
TRS;Monitor Cabinet Cooling;monitors;Cabinet Cooling;;Monitor Cabinet Cooling;
User;Measure and Install POM;instals;Measure|POM;Install;Measure|POM;
TRS;Get Tracking Remaining Time;gets;Tracking|Time;Tracking Remaining;Time;
FSS Filter Wheel;Set FSS Filter Wheel;sets;;;Set FSS Filter Wheel;
User;Adjust Coude Focus;adjusts;Focus;Adjust;Coude Focus;
Altitude Cabinet;Monitor Cabinet Cooling;monitors;Cabinet Cooling;;Monitor Cabinet Cooling;
User;Combined Offset;combines;Offset;;Combined Offset;
Transporter;Check Status Anchors;checks;Status Anchors;Check;Status Anchors;
User;Set M10 Tilt Angles;sets;Tilt Angles;;Set M10 Tilt Angles;
User;Read Telescope Temperature Sensors;reads;Telescope Temperature Sensors;;Read Telescope Temperature Sensors;
User;Set M2 Focus Position;sets;M2 Focus Position;;Set M2 Focus Position;
User;Stop Field Stabilization;stops;Field Stabilization;Stop;Field Stabilization;
User;Calibrate Az axis;calibrates;axis;;Calibrate Az;
FSS Filter Wheel;Get FSS Filter Wheel;gets;;;FSS Filter Wheel;
M2 Mirror;Do one M2 position setting;does;M|position setting;;M2 position setting;
User;Stop Autoguiding;stops;;Stop Autoguiding;;
Tracking Axis Drive;Stop Telescope Motion;stops;Telescope Motion;Stop;Telescope Motion;
Catalogs;Probe to Next Guide Star;;Probe to;Probe to;Next Guide Star;
User;Stop VLTI Focus Adjustment;stops;VLTI Focus Adjustment;Stop;VLTI Focus Adjustment;
User;Install POM;instals;;Install;POM;
User;Set Reference Temperature;sets;Reference Temperature;;Set Reference Temperature;
M10 Mirror;Set M10 Tilt Angles;sets;Tilt Angles;;Set M10 Tilt Angles;
User;Modify POM term;modifies;POM term;Modify;POM term;
ASM;Monitor Environmental data;monitors;Environmental data;Monitor;Environmental data;
User;Get Enclosure Temperature;gets;Enclosure Temperature;;Enclosure Temperature;
User;Set Tracking Wavelength;sets;Tracking Wavelength;;Set Tracking Wavelength;
TRS;Control FS Corrections;;Control FS Corrections;;Control FS Corrections;
TRS;Stop Chopping;stops;Chopping;Stop Chopping;;
User;Switch On/Off Nasmyth Beacon Light Source;switches on;Beacon Light Source;Switch On;Off Nasmyth Beacon Light Source;
TRS;Monitor Environmental data;monitors;Environmental data;Monitor;Environmental data;
FSS STRAP;Set FSS Filter Wheel;sets;FSS Filter Wheel;;Set FSS Filter Wheel;
Tracking Axis Drive;Offset Alt/Az;off sets;Alt/Az;;Offset Alt|Az;
FSS STRAP;Stop FSS Acquisition;stops;FSS Acquisition;Stop;FSS Acquisition;
Nasmyth Beacon Light Sources;Set Nasmyth Beacon Light Level;sets;Level;;Set Nasmyth Beacon Light Level;
User;Set FSS Field Diaphragm;sets;Field Diaphragm;;Set FSS Field Diaphragm;
User;Preset Telescope to Astronomical Coordinates;presets;Telescope|Astronomical Coordinates;;Preset Telescope to Astronomical Coordinates;
User;Prepare FAS Setup;prepares;FAS Setup;Prepare;FAS Setup;
User;Control FS Corrections;controls;FS Corrections;;Control FS Corrections;
User;Preset Telescope in Alt/Az Coordinates;presets;Telescope in Alt/Az Coordinates;;Preset Telescope in Alt|Az Coordinates;
FSS STRAP;Send FSS Setup;sends;FSS Setup;Send;FSS Setup;
User;Do one calibrated correction;does;correction;calibrated;correction;
User;Close Enclosure;closes;Enclosure;;Close Enclosure;
User;Offset Alt/Az;off sets;Alt/Az;;Offset Alt|Az;
M6 Mirror;Set M6 Tilt Angles;sets;M6 Tilt Angles;Set;M6 Tilt Angles;
User;Check Status Air Conditioning;checks;Status Air Conditioning;Check;Status Air Conditioning;
FSS STRAP;Start FSS Acquisition;starts;Acquisition;Start;FSS Acquisition;
M6 Mirror;Monitor Power Status;monitors;Power Status;Monitor;Power Status;
Tracking Axis Drive;Preset Telescope in Alt/Az Coordinates;presets;Telescope in Alt/Az Coordinates;;Preset Telescope in Alt|Az Coordinates;
TRS;Start Autoguiding;starts;Autoguiding;Start Autoguiding;;
ASM;Periodic Set Reference Temperature;;Periodic Set Reference Temperature;;Periodic Set Reference Temperature;
TRS;Start Field Stabilization;starts;Field Stabilization;Start;Field Stabilization;
M10 Mirror;Get M10 Tilt Angles;gets;Angles;;M10 Tilt Angles;
User;Save Guide Detector Image;saves;Guide Detector Image;Save;Guide Detector Image;
Air Conditioning;Monitor Temperature data;monitors;Temperature data;Monitor;Temperature data;
User;Set M2 Center Position;sets;M2 Center Position;;Set M2 Center Position;
User;Telescope Offset;;Telescope Offset;;Telescope Offset;
FSS STRAP;Calibrate M6 versus Coude Sensors;calibrates;M6|Coude Sensors;Calibrate;M6 versus Coude Sensors;
Hydraulic & Pneumatic Systems;Monitor HPS Status;monitors;HPS Status;;Monitor HPS Status;
Telescope Temperature Sensors;Read Telescope Temperature Sensors;reads;Telescope Temperature Sensors;;Read Telescope Temperature Sensors;
User;Switch On/Off Pupil Beacon Light Source;switches on;Pupil Beacon Light Source;Switch On;Off Pupil Beacon Light Source;
Enclosure;Open Enclosure;opens;Enclosure;;Open Enclosure;
User;Center Guide Star;centers;Guide Star;;Center Guide Star;
User;Prepare for Image Alignment;prepares for;Image Alignment;Prepare for;Image Alignment;
User;Set Storage Mode for Pointing Measurements;sets;Storage Mode for Pointing Measurements;Pointing;Set Storage Mode|Measurements;
User;Configure Chopping;configures;Chopping;;Configure Chopping;
M2 Beacon;Switch On/Off Pupil Beacon Light Source;switches on;Pupil Beacon Light Source;Switch On;Off Pupil Beacon Light Source;
User;Center Object;centers;Object;;Center Object;
M1 Temperature;Monitor Temperature data;monitors;Temperature data;Monitor;Temperature data;
Tracking Axis Drive;Make Pointing Error Measurement;makes;Pointing Error Measurement;Make;Pointing Error Measurement;
User;Store POM Measure;stores;POM Measure;;Store POM Measure;
FAS TCCD;Stop FAS Acquisition;stops;FAS Acquisition;Stop;FAS Acquisition;
User;Get FSS Field Diaphragm;gets;FSS Field Diaphragm;;FSS Field Diaphragm;
User;Set Dew Point Margin;sets;Dew Point Margin;;Set Dew Point Margin;
User;Check Status Anchors;checks;Status Anchors;Check;Status Anchors;
Flow Meter;Monitor Cooling Flow;monitors;Cooling Flow;Monitor Cooling;Flow;
User;Center M6;centers;M6;;Center M6;
User;Optimize Field Stabilisation;optimizes;Field Stabilisation;;Optimize Field Stabilisation;
TRS;Start Chopping;starts;Chopping;Start Chopping;;
User;Set Nasmyth Wheel;sets;Nasmyth Wheel;Set;Nasmyth Wheel;
Air Conditioning;Stop Air Conditioning;stops;Air Conditioning;Stop;Air Conditioning;
User;Start Autoguiding;starts;Autoguiding;Start Autoguiding;;
Enclosure Anemometer;Monitor Enclosure Anemometer;monitors;Enclosure Anemometer;Monitor;Enclosure Anemometer;
User;Set FAS Integration Time;sets;FAS Integration Time;;Set FAS Integration Time;
Enclosure;Monitor Temperature data;monitors;Temperature data;Monitor;Temperature data;
User;Make POM;makes;POM;Make;POM;
User;Set Tracking Additional Velocity;sets;Tracking Additional Velocity;Tracking;Set|Additional Velocity;
User;Set Coude Beam Switching Device;sets;Coude Beam Switching Device;Switching;Set Coude Beam|Device;
TRS;Stop Field Stabilization;stops;Field Stabilization;Stop;Field Stabilization;
User;Start Field Stabilization;starts;Field Stabilization;Start;Field Stabilization;
M2 Mirror;Get M2 Tilt Angles;gets;M2 Tilt Angles;;M2 Tilt Angles;
User;Get FSS Filter Wheel;gets;FSS Filter Wheel;;FSS Filter Wheel;
TRS;Monitor Enclosure Anemometer;monitors;Enclosure Anemometer;Monitor;Enclosure Anemometer;
FAS TCCD;Start FAS Acquisition;starts;FAS Acquisition;Start;FAS Acquisition;
Enclosure Anemometer;Monitor Environmental data;monitors;Environmental data;Monitor;Environmental data;
Nasmyth Beacon Light Sources;Switch On Nasmyth Beacon Light Source;switches on;Beacon Light Source;Switch On;Nasmyth Beacon Light Source;
M2 Mirror;Set M2 Center Position;sets;M2 Center Position;;Set M2 Center Position;
User;Start FAS Acquisition;starts;FAS Acquisition;Start;FAS Acquisition;
User;Stop Delay Constant Alignment;stops;Delay Constant Alignment;Stop;Delay Constant Alignment;
User;Set FSS Filter Wheel;sets;FSS Filter Wheel;;Set FSS Filter Wheel;
User;Stop current action;stops;current action;Stop;current action;
User;Preset Telescope to Catalogue Object;presets;Telescope|Catalogue Object;;Preset Telescope to Catalogue Object;
FSS Field Diaphragm;Get FSS Field Diaphragm;gets;FSS Field Diaphragm;;FSS Field Diaphragm;
Support Manager;Review & Escalate;Review;;;Review|Escalate;
Employee;Enter Order;Enter;Order;Enter;Order;
Clerk;Fill a Post label;Fill;Post label;Fill;Post label;
Business participant;Increment Tally;Increment;Tally;;Increment Tally;
Hardware Retailer;Take out extra insurance;Take out;extra insurance;Take out;extra insurance;
2nd Level Support Agent;Ask developer;Ask;developer;Ask;developer;
Nobel Committee Medicine;Select Final Candidates and Their Works;Select;Final Candidates|Works;;Select Final Candidates|Works;
Order Process;Approve Order;Approve;Order;Approve;Order;
Candidate;Submit Application;Submit;Application;Submit;Application;
Travel Agent;Confirm Booking;Confirm;Booking;;Confirm Booking;
Expert;Assess Candidates Work;Assess;Candidates Work;Work;Assess Candidates;
Business participant;Check availability with supplier;Check;availability with supplier;Check;availability with supplier;
Online Shop;Check Stock Level;Check;Stock Level;Check;Stock Level;
Candidate;Interview;Interview;;;Interview;
Business participant;Cancel Request;Cancel;Request;Cancel;Request;
System Communication;Book Order;Book;Order;;Book Order;
No Magic;Prepare Talk Presentation;Prepare;Talk Presentation;Prepare;Talk Presentation;
Seller;Send an offer to the client;Send;offer to the client;Send;offer to the client;
Pizza Customer;Ask for the pizza;Ask for;pizza;Ask for;pizza;
Car House;Enter User and Dates;Enter;User|Dates;Enter;User|Dates;
Logistics Manager;Take out extra insurance;Take out;extra insurance;Take out;extra insurance;
Sales Department;Prepare special terms;Prepare;special terms;Prepare;special terms;
Business participant;E-Mail Vote Deadline Warning;E-mail;Vote Deadline Warning;;- Mail Vote Deadline Warning;
Seller;Develop proposal;Develop;proposal;Develop;proposal;
Software developer;Provide feedback for 2nd level support;Provide;feedback for 2nd level support;Provide;feedback for 2nd level support;
Clerk;Assign carrier;Assign;carrier;;Assign carrier;
Developer;Verify bug;Verify;bug;;Verify bug;
Bank;Assess risk;Assess;risk;;Assess risk;
1st level support;Edit 1st level ticket;Edit;1st level|ticket;Edit;1st level ticket;
Travel Agent;Propose Booking Status;Propose;Booking Status;Propose Booking;Status;
Nobel Committee Medicine;Hold Nobel Price Ceremony;Hold;Nobel Price Ceremony;Hold;Nobel Price Ceremony;
Warehouse;Ship Goods;Ship;Goods;;Ship Goods;
Trouble Ticket System;edit 1st level ticket;Edit;edit 1st level ticket;edit;1st level ticket;
Trouble Ticket System;Edit account manager;Edit;Edit account manager;;Edit account manager;
Customer;Confirm Interest;Confirm;Interest;Confirm;Interest;
Hardware Retailer;Decide if normal post or special shipment;Decide;normal post|special shipment;Decide;normal post|special shipment;
No Magic;Publish Seminar Description in Website;Publish;Seminar Description in Website;;Publish Seminar Description in Website;
Vacation Request Approval Process;Mark vacation in Calendar;Mark;vacation in Calendar;;Mark vacation in Calendar;
User;report bug;report;bug;;report bug;
Customer;Place Order;Place;Order;;Place Order;
Marketing Manager;Publish Seminar Description in Website;Publish;Seminar Description in Website;;Publish Seminar Description in Website;
Customer;Select Travel;Select;Travel;;Select Travel;
Trouble Ticket System;Add to backlog;Add to;backlog;Add|backlog;;
Administrator;Notify user;Notify;user;Notify;user;
1st level support;Edit account manager;Edit;account manager;;Edit account manager;
Librarian;Register Reservation;Register;Reservation;;Register Reservation;
1st Level Support Agent;Classify ticket;Classify;ticket;Classify;ticket;
Business participant;Send Results Via E-Mail;Send;Results Via E-Mail;Send;Results Via E - Mail;
Business participant;Request Hold;Request;Hold;Request;Hold;
Technician;Receive Notification;Receive;Notification;Receive;Notification;
Risk Analyst;Assess risks;Assess;risks;;Assess risks;
Car House;Select Car;Select;Car;;Select Car;
No Magic;Welcome Participants;Welcome;Participants;;Participants;
Seller;Change the terms of the offer;Change;terms of the offer;Change;terms of the offer;
Business participant;Get Book Status;Get;Book Status;;Book Status;
No Magic;Evaluate Participants Number;Evaluate;Participants Number;Evaluate;Participants Number;
Manager;Approve Order;Approve;Order;Approve;Order;
Business participant;Reply On Loan ;Reply on;Loan;Reply On;Loan;
Cab Driver;Pickup Customer;Pickup;Customer;;Pickup Customer;
Business participant;Send Registered Warning Letter;Send;Registered Warning Letter;Send Registered;Warning Letter;
Support Department;Work Offline;Work;Offline;Work;Offline;
Organization;Initiate File;Initiate;File;;Initiate File;
Nobel Committee Medicine;Select Preliminary Candidates;Select;Preliminary Candidates;Select;Preliminary Candidates;
Nobel Assembly;Announce Nobel Prize Laureates;Announce;Nobel Prize Laureates;;Announce Nobel Prize Laureates;
Pizza Customer;Eat the pizza;Eat;pizza;Eat;pizza;
Firm;Reject Application;Reject;Application;Reject;Application;
Candidate;Review Offer;Review;Offer;;Review Offer;
Trouble Ticket System;Send Mail to Account Manager;Send;Mail to Account Manager;Send|Account;Mail to|Manager;
Business participant;Receive Issue List;Receive;Issue List;Receive;Issue List;
Warehouse Worker;Package goods;Package;Goods;;Package goods;
Business participant;Process Payment;Process;Payment;;Process Payment;
No Magic;Register Participant;Register;Participant;;Register Participant;
Hardware Retailer;Request quotes from carriers;Request;quotes from carriers;;Request quotes from carriers;
1st Level Support Agent;Handle 1st level issue;Handle;1st level issue;Handle;1st level issue;
No Magic;Give talk;Give;talk;Give;talk;
Online Shop;Suggest Change;Suggest;Change;Suggest;Change;
Recruiter;Schedule Interview;Schedule;Interview;;Schedule Interview;
Car House;Show Reservation;Show;Reservation;Show;Reservation;
pizza chef;Bake the pizza;Bake;pizza;Bake;pizza;
Administrative Department;Bill;Bill;;;Bill;
Hardware Retailer;Fill a Post label;Fill;Post label;Fill;Post label;
1st level support;Open Ticket;Open;ticket;Open;Ticket;
System Communication;Store in Marketing System Client 100;Store in;Marketing System Client 100;;Store in Marketing System Client 100;
Nobel Committee Medicine;Send Nomination Form;Send;Nomination Form;Send;Nomination Form;
Business participant;Moderate Conference Call Discussion;Moderate;Conference Call Discussion;;Moderate Conference Call Discussion;
Technician;Work Offline;Work;Offline;Work;Offline;
Hardware Retailer;Add paperwork;Add;paperwork;Add;paperwork;
2nd level support;Edit 2nd level ticket;Edit;Edit 2nd level ticket;Edit;2nd level ticket;
Marketing Manager;Collect Questionnaries;Collect;Questionnaries;;Collect Questionnaries;
Reader;Return Item;Return;Item;;Return Item;
Trouble Ticket System;Edit 2nd level ticket;Edit;2nd Level Ticket;Edit;2nd level ticket;
Marketing Manager;Make Internal Seminar Anoucement;Make;Seminar;Make;Internal Seminar Anoucement;
Business participant;Register Order in Manufacturing System;Register;Order in Manufacturing System;Register;Order in Manufacturing System;
Aqua Distilled Water Company;Verify Customer Identity;Verify;Customer Identity;;Verify Customer Identity;
2nd level support;Add to backlog;Add to;backlog;Add|backlog;;
Seminar Coordinator;Make Internal Seminar Anoucement;Make;Seminar;Make;Internal Seminar Anoucement;
Nobel Committee Medicine;Submit Report with Recommendations;Submit;Report with Recommendations;Submit;Report with Recommendations;
Reservation;Submit Car Reservation;Submit;Car Reservation;Submit;Car Reservation;
Nobel Committee Medicine;Send list of Selected Preliminary Candidates;Send;list of Preliminary Candidates;Send;list of Selected Preliminary Candidates;
2nd level support;edit 2nd level ticket;edit;2nd level|ticket;edit;2nd level ticket;
Nominator;Identify Potential Nominee(s);Identify;Potential Nominee;Identify;Potential Nominee(s;
Travel Agent;Get Alternative Time;Get;Alternative Time;;Alternative Time;
Organization;Check Solvency;Check;Solvency;Check;Solvency;
Order Process;Enter Order;Enter;Order;Enter;Order;
Employee;Update Vacation Request;Update;Vacation Request;;Update Vacation Request;
Organization;Bill;Bill;;;Bill;
Trouble Ticket System;Insert issue into product backlog;Insert;issue into product|backlog;;Insert issue into product backlog;
Organization;Book Travel;Book;Travel;;Book Travel;
Candidate;Fill out Employment Froms;Fill out;Employment Froms;Fill out;Employment Froms;
Customer;Request Booking;Request;Booking;;Request Booking;
Trouble Ticket System;edit 2nd level ticket;edit;Edit 2nd level ticket;edit;2nd level ticket;
Business participant;Moderate E-mail Discussion;Moderate;E-mail Discussion;;Moderate E - mail Discussion;
Developer;Notify administrator;Notify;administrator;Notify;administrator;
Trouble Ticket System;Send mail to account manager;Send;Mail to Account Manager;Send|account;mail to|manager;
Sales Department;Prepare contract;Prepare;contract;Prepare;contract;
Seminar Speaker;Give talk;Give;talk;Give;talk;
Aqua Distilled Water Company;Deliver Water;Deliver;Water;Deliver;Water;
Firm;Review Application;Review;Application;;Review Application;
Logistic Department Worker;Deliver Water;Deliver;Water;Deliver;Water;
No Magic;Arrange Facilities and Meals;Arrange;Facilities|Meals;;Arrange Facilities|Meals;
Travel Agent;Check Availability;Check;Availability;Check;Availability;
Business participant;Reduce Number of Voting Members and Recalculate Votes;Reduce;Number of Voting Members|Recalculate Votes;Reduce|Voting|Recalculate;Number|Members|Votes;
Bank;Send quote;Send;quote;Send;;
Administrator;Install new version;Install;new version;Install;new version;
Clerk;Decide if normal post or special shipment;Decide;normal post|special shipment;Decide;normal post|special shipment;
Nobel Committee Medicine;Determine Need for Expert Assistance;Determine;Need for Expert Assistance;;Determine Need for Expert Assistance;
Seller;Consider the proposal;Consider;proposal;Consider;proposal;
No Magic;Send Invitations to Customers;Send;Invitations to Customers;Send;Invitations to Customers;
Sales Representative;Suggest Change;Suggest;Change;Suggest;Change;
Front Desk;Review & Escalate;Escalate;Review;;Review|Escalate;
Clerk;Check if extra insurance is necessary;Check;extra insurance;Check;extra insurance;
System Communication;Store in Statistical System;Store in;Statistical System;;Store in Statistical System;
CRM;Get Client Information;Get;Client Information;;Client Information;
Support Department;Receive Notification;Receive;Notification;Receive;Notification;
Vacation Request Approval Process;Approve Vacation Request;Approve;Vacation Request;Approve;Vacation Request;
Marketing Manager;Welcome Participants;Welcome;Participants;;Participants;
2nd level support;edit 2nd level ticket;Edit;2nd Level Ticket;edit;2nd level ticket;
Customer Service Assistant;Forward Order;Forward;Order;;Forward Order;
Sales rep;Calculate terms;Calculate;terms;;Calculate terms;
Trouble Ticket System;Open ticket;Open;ticket;Open;ticket;
Business participant;Receive Book Request;Receive;Book Request;;Receive Book Request;
Support Manager;Receive Notification;Receive;Notification;Receive;Notification;
Nobel Assembly;Discuss Nominators (Meeting 1);Discuss;Nominators|Meeting 1;;Discuss Nominators|Meeting 1;
No Magic;Prepare Seminar Description;Prepare;Seminar Description;;Prepare Seminar Description;
Firm;Prepare Offer;Prepare;Offer;Prepare;Offer;
Sales Department;Indicate Price;Indicate;Price;Indicate;Price;
Reader;Find Wanted Title;Find Wanted;Title;;Find Wanted Title;
Business participant;Post Results on Web Site;Post;Post Results on Web Site;;Post Results on Web Site;
Sales manager;Consider the proposal;Consider;proposal;Consider;proposal;
Librarian;Notify First Waiting Reader;Notify;First Waiting Reader;Notify;First Waiting Reader;
Service Contract Implementation Layer;Store in Marketing System Client 200;Store in;Marketing System Client;;Store in Marketing System Client 200;
Marketing Manager;Arrange Facilities and Meals;Arrange;Facilities|Meals;;Arrange Facilities|Meals;
Recruiter;Prepare Offer;Prepare;Offer;Prepare;Offer;
1st level support;Send Mail to Account Manager;Send;Mail to Account Manager;Send|Account;Mail to|Manager;
2nd level support;Insert issue into product backlog;Insert;issue into product|backlog;;Insert issue into product backlog;
Vacation Request Approval Process;Book Vacation;Book;Vacation;;Book Vacation;
Nobel Committee Medicine;Collect Candidates Work Assessment Reports;Collect;Candidates Work Assessment Reports;Reports;Collect Candidates Work Assessment;
Travel Agent;Get Booking Request;Get;Booking Request;Booking;Request;
Nominator;Send Nominee Completed Form(s);Send;Form;Send|Completed;Nominee;
Reservation;Get Confirmation;Get;Confirmation;;Confirmation;
Key account manager;Get problem description;Get;problem description;;problem description;
Business participant;Check Calendar for Conference Call;Check;Calendar for Call;Check;Calendar for Conference Call;
Sales Department;Send quote;Send;quote;Send;;
Manager;Approve Vacation Request;Approve;Vacation Request;Approve;Vacation Request;
Employee;Mark vacation in Calendar;Mark;vacation in Calendar;;Mark vacation in Calendar;
Trouble Ticket System;Close Ticket;Close;ticket;Close;Ticket;
Technician;Acknowledge;Acknowledge;;;Acknowledge;
Hardware Retailer;Package goods;Package;goods;;Package goods;
Sales Department;Initiate File;Initiate;File;;Initiate File;
Sales manager;Prepare special terms;Prepare;special terms;Prepare;special terms;
Order Process;Book Order;Book;Order;;Book Order;
Pizza Customer;Select a pizza;Select;pizza;Select;pizza;
Bank;Prepare special terms;Prepare;special terms;Prepare;special terms;
Support Department;Update Client on Delay;Update;Client on Delay|Escl;;Update Client on Delay;
