Subject;Activity;Verb phrases;Noun phrases;VerbPhrases;NounPhrases;ProperNouns
User;Check STRAP Pupil Alignment;checks;STRAP Pupil Alignment;checks;strap pupil alignment;
User;Set M2 Pupil Beacon Light Level;sets;M2 Pupil Beacon Light Level;sets;pupil beacon light level;
Air Conditioning;Set Reference Temperature;sets;Reference Temperature;sets;reference temperature;
User;Calibrate M6 versus Coude Sensors;calibrates;M6|Coude Sensors;;calibrate m6 versus coude sensors;
TRS;Monitor HPS Status;monitors;HPS Status;monitors;hps status;
User;Get M2 Focus Position;gets;M2 Focus Position;gets;m2 focus position;
User;Set Nasmyth Beacon Light Level;sets;Nasmyth Beacon Light Level;sets;nasmyth beacon light level;
Nasmyth Wheel;Set Nasmyth Beacon Light Level;sets;Nasmyth Beacon Light Level;sets;nasmyth beacon light level;
User;Stop Telescope Motion;stops;Telescope Motion;stops;telescope motion;
User;Start cyclic calibrated corrections;starts;corrections;starts|calibrates;corrections;
DewPoint Sensor;Set Dew Point Margin;sets;Dew Point Margin;sets;dew point margin;
TRS;Monitor Cooling Flow;monitors;Cooling Flow;monitors;cooling flow;
Probe;Preset FSS Translation Stage;presets;FSS Translation Stage;##sets;fss translation stage;
User;Display Guide Detector Signals;displays;Guide Detector Signals;;display guide detector signals;
User;Get M2 Tilt Angles;gets;M2 Tilt Angles;gets;tilt angles;
ASM;Close Enclosure On Bad Meteo Conditions;closes;Enclosure On Bad Meteo Conditions;;close enclosure on bad meteo conditions;
Air Conditioning;Check Status Air Conditioning;checks;Status Air Conditioning;checks;status air conditioning;
TRS;Monitor Power Status;monitors;Power Status;monitors;power status;
User;Get Guide Star Data;gets;Guide Star Data;gets;guide star data;
Nasmyth Wheel;Set Nasmyth Wheel;sets;Nasmyth Wheel;sets;nasmyth wheel;
M2 Mirror;Get M2 Center Position;gets;M2 Center Position;gets;m2 center position;
User;Set Guide Parameters;sets;Guide Parameters;sets;guide parameters;
User;Prepare for Delay Constant Alignment;prepares for;Delay Constant Alignment;prepares for;delay constant alignment;
TRS;Monitor Telescope Temperature;monitors;Telescope Temperature;monitors;telescope temperature;
User;Set Guide Window Size;sets;Guide Window Size;;set guide window size;
User;Center M10;centers;M10;;center m10;
Coude Beam Switching Device;Set Coude Beam Switching Device;sets;Beam Switching Device;sets;coude beam switching device;
Telescope Temperature Sensors;Monitor Temperature data;monitors;Temperature data;monitors;temperature data;
User;Stop Air Conditioning;stops;Air Conditioning;stops;air conditioning;
User;Get M6 Tilt Angles;gets;Tilt Angles;gets;m6 tilt angles;
User;Start Chopping;starts;Chopping;starts|##pings;chop;
User;Check Status Enclosure;checks;Status Enclosure;checks;status enclosure;
FSS STRAP;Optimize Field Stabilisation;optimizes;Field Stabilisation;optimizes;field stabilisation;
Azimuth Drive;Calibrate Az axis;calibrates;axis;;calibrate az axis;
DewPoint Sensor;Monitor Environmental data;monitors;Environmental data;monitors;environmental data;
Air Conditioning;Monitor Telescope Temperature;monitors;Telescope Temperature;monitors;telescope temperature;
User;Power On FAS;powers on;FAS;;power on fas;
FAS TCCD;Calibrate Az axis;calibrates;axis;;calibrate az axis;
M2 Mirror;Get M2 Focus Position;gets;M2 Focus Position;gets;m2 focus position;
User;Adjust Pointing Axis Reference Points;adjusts pointing;Axis Reference Points;adjusts;pointing axis reference points;
User;Set M6 Tilt Angles;sets;M6 Tilt Angles;sets;m6 tilt angles;
User;Make Pointing Error Measurement;makes pointing;Error Measurement;makes pointing;error measurement;
TRS;Power On/Off M6;powers on;M6;;power|m6;
Tracking Axis Drive;Preset Telescope;presets;Telescope;;preset telescope;
FSS Field Diaphragm;Set FSS Field Diaphragm;sets;FSS Field Diaphragm;sets;fss field diaphragm;
TRS;Stop Autoguiding;stops;Autoguiding;stops autoguiding;;
User;Probe to Next Guide Star;probes to;Next Guide Star;probes to;next guide star;
FAS TCCD;Power On FAS;powers on;FAS;;power on fas;
User;Set M2 Tilt Angles;sets;M2 Tilt Angles;sets;tilt angles;
User;Offset Guide Probe on star;off sets;Guide Probe on star;;offset guide probe on star;
User;Get M2 Center Position;gets;M2 Center Position;gets;m2 center position;
M6 Mirror;Center M6;centers;M6;;center m6;
User;Cyclic closed loop active optics corrections;;Cyclic closed loop active optics corrections;;cyclic closed loop active optics corrections;
Enclosure;Close Enclosure;closes;Enclosure;;close enclosure;
M10 Mirror;Center M10;centers;M10;;center m10;
M6 Mirror;Monitor M6 Status;monitors;M6 Status;monitors;m6 status;
Tracking Axis Drive;Preset Telescope to Named Position;presets;Telescope|Named Position;names;preset telescope|position;
TRS;Monitor M6 Status;monitors;M6 Status;monitors;m6 status;
User;Prepare for Pupil Alignment;prepares for;Pupil Alignment;prepares for;pupil alignment;
TRS;Monitor Cabinet Cooling;monitors;Cabinet Cooling;;monitor cabinet cooling;
User;Measure and Install POM;instals;Measure|POM;measures|instals;pom;
TRS;Get Tracking Remaining Time;gets;Tracking|Time;gets|remains;tracking|time;
FSS Filter Wheel;Set FSS Filter Wheel;sets;;sets;fss filter wheel;
User;Adjust Coude Focus;adjusts;Focus;adjusts;coude focus;
Altitude Cabinet;Monitor Cabinet Cooling;monitors;Cabinet Cooling;;monitor cabinet cooling;
User;Combined Offset;combines;Offset;combines;offset;
Transporter;Check Status Anchors;checks;Status Anchors;checks;status anchors;
User;Set M10 Tilt Angles;sets;Tilt Angles;sets;tilt angles;
User;Read Telescope Temperature Sensors;reads;Telescope Temperature Sensors;reads;telescope temperature sensors;
User;Set M2 Focus Position;sets;M2 Focus Position;sets;m2 focus position;
User;Stop Field Stabilization;stops;Field Stabilization;stops;field stabilization;
User;Calibrate Az axis;calibrates;axis;;calibrate az axis;
FSS Filter Wheel;Get FSS Filter Wheel;gets;;gets;fss filter wheel;
M2 Mirror;Do one M2 position setting;does;M|position setting;does;position setting;
User;Stop Autoguiding;stops;;stops autoguiding;;
Tracking Axis Drive;Stop Telescope Motion;stops;Telescope Motion;stops;telescope motion;
Catalogs;Probe to Next Guide Star;;Probe to;probes to;next guide star;
User;Stop VLTI Focus Adjustment;stops;VLTI Focus Adjustment;stops;vlti focus adjustment;
User;Install POM;instals;;;install pom;
User;Set Reference Temperature;sets;Reference Temperature;sets;reference temperature;
M10 Mirror;Set M10 Tilt Angles;sets;Tilt Angles;sets;tilt angles;
User;Modify POM term;modifies;POM term;modifies;pom term;
ASM;Monitor Environmental data;monitors;Environmental data;monitors;environmental data;
User;Get Enclosure Temperature;gets;Enclosure Temperature;gets;enclosure temperature;
User;Set Tracking Wavelength;sets;Tracking Wavelength;sets;tracking wavelength;
TRS;Control FS Corrections;;Control FS Corrections;controls;fs corrections;
TRS;Stop Chopping;stops;Chopping;stops chopping;;
User;Switch On/Off Nasmyth Beacon Light Source;switches on;Beacon Light Source;switches on;nasmyth beacon light source;
TRS;Monitor Environmental data;monitors;Environmental data;monitors;environmental data;
FSS STRAP;Set FSS Filter Wheel;sets;FSS Filter Wheel;sets;fss filter wheel;
Tracking Axis Drive;Offset Alt/Az;off sets;Alt/Az;;offset alt|az;
FSS STRAP;Stop FSS Acquisition;stops;FSS Acquisition;stops;fss acquisition;
Nasmyth Beacon Light Sources;Set Nasmyth Beacon Light Level;sets;Level;sets;nasmyth beacon light level;
User;Set FSS Field Diaphragm;sets;Field Diaphragm;sets;fss field diaphragm;
User;Preset Telescope to Astronomical Coordinates;presets;Telescope|Astronomical Coordinates;##sets;telescope to astronomical coordinates;
User;Prepare FAS Setup;prepares;FAS Setup;prepares;fas setup;
User;Control FS Corrections;controls;FS Corrections;controls;fs corrections;
User;Preset Telescope in Alt/Az Coordinates;presets;Telescope in Alt/Az Coordinates;##sets;telescope in alt|az coordinates;
FSS STRAP;Send FSS Setup;sends;FSS Setup;sends;fss setup;
User;Do one calibrated correction;does;correction;calibrates;correction;
User;Close Enclosure;closes;Enclosure;;close enclosure;
User;Offset Alt/Az;off sets;Alt/Az;;offset alt|az;
M6 Mirror;Set M6 Tilt Angles;sets;M6 Tilt Angles;sets;m6 tilt angles;
User;Check Status Air Conditioning;checks;Status Air Conditioning;checks;status air conditioning;
FSS STRAP;Start FSS Acquisition;starts;Acquisition;starts;fss acquisition;
M6 Mirror;Monitor Power Status;monitors;Power Status;monitors;power status;
Tracking Axis Drive;Preset Telescope in Alt/Az Coordinates;presets;Telescope in Alt/Az Coordinates;##sets;telescope in alt|az coordinates;
TRS;Start Autoguiding;starts;Autoguiding;starts|##dings;autogui;
ASM;Periodic Set Reference Temperature;;Periodic Set Reference Temperature;;periodic set reference temperature;
TRS;Start Field Stabilization;starts;Field Stabilization;starts;field stabilization;
M10 Mirror;Get M10 Tilt Angles;gets;Angles;gets;tilt angles;
User;Save Guide Detector Image;saves;Guide Detector Image;saves;guide detector image;
Air Conditioning;Monitor Temperature data;monitors;Temperature data;monitors;temperature data;
User;Set M2 Center Position;sets;M2 Center Position;sets;center position;
User;Telescope Offset;;Telescope Offset;;telescope offset;
FSS STRAP;Calibrate M6 versus Coude Sensors;calibrates;M6|Coude Sensors;;calibrate m6 versus coude sensors;
Hydraulic & Pneumatic Systems;Monitor HPS Status;monitors;HPS Status;monitors;hps status;
Telescope Temperature Sensors;Read Telescope Temperature Sensors;reads;Telescope Temperature Sensors;reads;telescope temperature sensors;
User;Switch On/Off Pupil Beacon Light Source;switches on;Pupil Beacon Light Source;switches on;pupil beacon light source;
Enclosure;Open Enclosure;opens;Enclosure;;open enclosure;
User;Center Guide Star;centers;Guide Star;;center guide star;
User;Prepare for Image Alignment;prepares for;Image Alignment;prepares for;image alignment;
User;Set Storage Mode for Pointing Measurements;sets;Storage Mode for Pointing Measurements;sets|points;storage mode|measurements;
User;Configure Chopping;configures;Chopping;cons|##gures;##fi|chopping;
M2 Beacon;Switch On/Off Pupil Beacon Light Source;switches on;Pupil Beacon Light Source;switches on;pupil beacon light source;
User;Center Object;centers;Object;;center object;
M1 Temperature;Monitor Temperature data;monitors;Temperature data;monitors;temperature data;
Tracking Axis Drive;Make Pointing Error Measurement;makes;Pointing Error Measurement;makes pointing;error measurement;
User;Store POM Measure;stores;POM Measure;;store pom measure;
FAS TCCD;Stop FAS Acquisition;stops;FAS Acquisition;stops;fas acquisition;
User;Get FSS Field Diaphragm;gets;FSS Field Diaphragm;gets;fss field diaphragm;
User;Set Dew Point Margin;sets;Dew Point Margin;sets;dew point margin;
User;Check Status Anchors;checks;Status Anchors;checks;status anchors;
Flow Meter;Monitor Cooling Flow;monitors;Cooling Flow;monitors;cooling flow;
User;Center M6;centers;M6;;center m6;
User;Optimize Field Stabilisation;optimizes;Field Stabilisation;optimizes;field stabilisation;
TRS;Start Chopping;starts;Chopping;starts|##pings;chop;
User;Set Nasmyth Wheel;sets;Nasmyth Wheel;sets;nasmyth wheel;
Air Conditioning;Stop Air Conditioning;stops;Air Conditioning;stops;air conditioning;
User;Start Autoguiding;starts;Autoguiding;starts|##dings;autogui;
Enclosure Anemometer;Monitor Enclosure Anemometer;monitors;Enclosure Anemometer;;monitor enclosure anemometer;
User;Set FAS Integration Time;sets;FAS Integration Time;sets;fas integration time;
Enclosure;Monitor Temperature data;monitors;Temperature data;monitors;temperature data;
User;Make POM;makes;POM;makes;pom;
User;Set Tracking Additional Velocity;sets;Tracking Additional Velocity;sets;tracking additional velocity;
User;Set Coude Beam Switching Device;sets;Coude Beam Switching Device;sets;coude beam switching device;
TRS;Stop Field Stabilization;stops;Field Stabilization;stops;field stabilization;
User;Start Field Stabilization;starts;Field Stabilization;starts;field stabilization;
M2 Mirror;Get M2 Tilt Angles;gets;M2 Tilt Angles;gets;tilt angles;
User;Get FSS Filter Wheel;gets;FSS Filter Wheel;gets;fss filter wheel;
TRS;Monitor Enclosure Anemometer;monitors;Enclosure Anemometer;;monitor enclosure anemometer;
FAS TCCD;Start FAS Acquisition;starts;FAS Acquisition;starts;fas acquisition;
Enclosure Anemometer;Monitor Environmental data;monitors;Environmental data;monitors;environmental data;
Nasmyth Beacon Light Sources;Switch On Nasmyth Beacon Light Source;switches on;Beacon Light Source;switches on;nasmyth beacon light source;
M2 Mirror;Set M2 Center Position;sets;M2 Center Position;sets;center position;
User;Start FAS Acquisition;starts;FAS Acquisition;starts;fas acquisition;
User;Stop Delay Constant Alignment;stops;Delay Constant Alignment;;stop delay constant alignment;
User;Set FSS Filter Wheel;sets;FSS Filter Wheel;sets;fss filter wheel;
User;Stop current action;stops;current action;stops;current action;
User;Preset Telescope to Catalogue Object;presets;Telescope|Catalogue Object;catalogues;preset telescope to|object;
FSS Field Diaphragm;Get FSS Field Diaphragm;gets;FSS Field Diaphragm;gets;fss field diaphragm;
Support Manager;Review & Escalate;Review;;reviews|escalates;;
Employee;Enter Order;Enter;Order;enters;order;
Clerk;Fill a Post label;Fill;Post label;fills;post label;
Business participant;Increment Tally;Increment;Tally;;increment tally;
Hardware Retailer;Take out extra insurance;Take out;extra insurance;takes out;extra insurance;
2nd Level Support Agent;Ask developer;Ask;developer;asks;developer;
Nobel Committee Medicine;Select Final Candidates and Their Works;Select;Final Candidates|Works;selects;final candidates|works;
Order Process;Approve Order;Approve;Order;approves;order;
Candidate;Submit Application;Submit;Application;submits;application;
Travel Agent;Confirm Booking;Confirm;Booking;confirms;booking;
Expert;Assess Candidates Work;Assess;Candidates Work;assesses|works;candidates;
Business participant;Check availability with supplier;Check;availability with supplier;checks;availability with supplier;
Online Shop;Check Stock Level;Check;Stock Level;checks;stock level;
Candidate;Interview;Interview;;;interview;
Business participant;Cancel Request;Cancel;Request;cancels;request;
System Communication;Book Order;Book;Order;;book order;
No Magic;Prepare Talk Presentation;Prepare;Talk Presentation;prepares;talk presentation;
Seller;Send an offer to the client;Send;offer to the client;sends;offer to the client;
Pizza Customer;Ask for the pizza;Ask for;pizza;asks for;pizza;
Car House;Enter User and Dates;Enter;User|Dates;enters;user|dates;
Logistics Manager;Take out extra insurance;Take out;extra insurance;takes out;extra insurance;
Sales Department;Prepare special terms;Prepare;special terms;prepares;special terms;
Business participant;E-Mail Vote Deadline Warning;E-mail;Vote Deadline Warning;;e|mail vote deadline warning;
Seller;Develop proposal;Develop;proposal;develops;proposal;
Software developer;Provide feedback for 2nd level support;Provide;feedback for 2nd level support;provides;feedback for 2nd level support;
Clerk;Assign carrier;Assign;carrier;assigns;carrier;
Developer;Verify bug;Verify;bug;;verify bug;
Bank;Assess risk;Assess;risk;assesses;risk;
1st level support;Edit 1st level ticket;Edit;1st level|ticket;;1st level ticket;
Travel Agent;Propose Booking Status;Propose;Booking Status;proposes;booking status;
Nobel Committee Medicine;Hold Nobel Price Ceremony;Hold;Nobel Price Ceremony;holds;nobel price ceremony;
Warehouse;Ship Goods;Ship;Goods;;ship goods;
Trouble Ticket System;edit 1st level ticket;Edit;edit 1st level ticket;;1st level ticket;
Trouble Ticket System;Edit account manager;Edit;Edit account manager;;edit account manager;
Customer;Confirm Interest;Confirm;Interest;confirms;interest;
Hardware Retailer;Decide if normal post or special shipment;Decide;normal post|special shipment;decides;normal post|special shipment;
No Magic;Publish Seminar Description in Website;Publish;Seminar Description in Website;publishes;seminar description in website;
Vacation Request Approval Process;Mark vacation in Calendar;Mark;vacation in Calendar;;mark vacation in calendar;
User;report bug;report;bug;;report bug;
Customer;Place Order;Place;Order;;place order;
Marketing Manager;Publish Seminar Description in Website;Publish;Seminar Description in Website;publishes;seminar description in website;
Customer;Select Travel;Select;Travel;selects;travel;
Trouble Ticket System;Add to backlog;Add to;backlog;adds to;backlog;
Administrator;Notify user;Notify;user;notifies;user;
1st level support;Edit account manager;Edit;account manager;;edit account manager;
Librarian;Register Reservation;Register;Reservation;;register reservation;
1st Level Support Agent;Classify ticket;Classify;ticket;classifies;ticket;
Business participant;Send Results Via E-Mail;Send;Results Via E-Mail;sends;results via e|mail;
Business participant;Request Hold;Request;Hold;;request hold;
Technician;Receive Notification;Receive;Notification;receives;notification;
Risk Analyst;Assess risks;Assess;risks;assesses;risks;
Car House;Select Car;Select;Car;selects;car;
No Magic;Welcome Participants;Welcome;Participants;;welcome participants;
Seller;Change the terms of the offer;Change;terms of the offer;changes;terms of the offer;
Business participant;Get Book Status;Get;Book Status;gets;book status;
No Magic;Evaluate Participants Number;Evaluate;Participants Number;evaluates;participants number;
Manager;Approve Order;Approve;Order;approves;order;
Business participant;Reply On Loan;Reply on;Loan;replies on;loan;
Cab Driver;Pickup Customer;Pickup;Customer;;pickup customer;
Business participant;Send Registered Warning Letter;Send;Registered Warning Letter;sends registered;warning letter;
Support Department;Work Offline;Work;Offline;works;;
Organization;Initiate File;Initiate;File;initiates;file;
Nobel Committee Medicine;Select Preliminary Candidates;Select;Preliminary Candidates;selects;preliminary candidates;
Nobel Assembly;Announce Nobel Prize Laureates;Announce;Nobel Prize Laureates;announces;nobel prize laureates;
Pizza Customer;Eat the pizza;Eat;pizza;eats;pizza;
Firm;Reject Application;Reject;Application;rejects;application;
Candidate;Review Offer;Review;Offer;;review offer;
Trouble Ticket System;Send Mail to Account Manager;Send;Mail to Account Manager;sends;mail to account manager;
Business participant;Receive Issue List;Receive;Issue List;receives;issue list;
Warehouse Worker;Package goods;Package;Goods;;package goods;
Business participant;Process Payment;Process;Payment;;process payment;
No Magic;Register Participant;Register;Participant;registers;participant;
Hardware Retailer;Request quotes from carriers;Request;quotes from carriers;;request quotes from carriers;
1st Level Support Agent;Handle 1st level issue;Handle;1st level issue;handles;1st level issue;
No Magic;Give talk;Give;talk;gives;talk;
Online Shop;Suggest Change;Suggest;Change;suggests;change;
Recruiter;Schedule Interview;Schedule;Interview;;schedule interview;
Car House;Show Reservation;Show;Reservation;shows;reservation;
pizza chef;Bake the pizza;Bake;pizza;bakes;pizza;
Administrative Department;Bill;Bill;;;bill;
Hardware Retailer;Fill a Post label;Fill;Post label;fills;post label;
1st level support;Open Ticket;Open;ticket;;open ticket;
System Communication;Store in Marketing System Client 100;Store in;Marketing System Client 100;;store in marketing system client 100;
Nobel Committee Medicine;Send Nomination Form;Send;Nomination Form;sends;nomination form;
Business participant;Moderate Conference Call Discussion;Moderate;Conference Call Discussion;;moderate conference call discussion;
Technician;Work Offline;Work;Offline;works;;
Hardware Retailer;Add paperwork;Add;paperwork;adds;paperwork;
2nd level support;Edit 2nd level ticket;Edit;Edit 2nd level ticket;;2nd level ticket;
Marketing Manager;Collect Questionnaries;Collect;Questionnaries;collects;questionnaries;
Reader;Return Item;Return;Item;;return item;
Trouble Ticket System;Edit 2nd level ticket;Edit;2nd Level Ticket;;2nd level ticket;
Marketing Manager;Make Internal Seminar Anoucement;Make;Seminar;makes;internal seminar anoucement;
Business participant;Register Order in Manufacturing System;Register;Order in Manufacturing System;;register order in manufacturing system;
Aqua Distilled Water Company;Verify Customer Identity;Verify;Customer Identity;verifies;customer identity;
2nd level support;Add to backlog;Add to;backlog;adds to;backlog;
Seminar Coordinator;Make Internal Seminar Anoucement;Make;Seminar;makes;internal seminar anoucement;
Nobel Committee Medicine;Submit Report with Recommendations;Submit;Report with Recommendations;submits;report with recommendations;
Reservation;Submit Car Reservation;Submit;Car Reservation;submits;car reservation;
Nobel Committee Medicine;Send list of Selected Preliminary Candidates;Send;list of Preliminary Candidates;sends|selects;list|preliminary candidates;
2nd level support;edit 2nd level ticket;edit;2nd level|ticket;;2nd level ticket;
Nominator;Identify Potential Nominee(s);Identify;Potential Nominee;identifies;potential nominee;
Travel Agent;Get Alternative Time;Get;Alternative Time;gets;alternative time;
Organization;Check Solvency;Check;Solvency;checks;solvency;
Order Process;Enter Order;Enter;Order;enters;order;
Employee;Update Vacation Request;Update;Vacation Request;;update vacation request;
Organization;Bill;Bill;;;bill;
Trouble Ticket System;Insert issue into product backlog;Insert;issue into product|backlog;inserts;issue into product backlog;
Organization;Book Travel;Book;Travel;;book travel;
Candidate;Fill out Employment Froms;Fill out;Employment Froms;fills out;employment froms;
Customer;Request Booking;Request;Booking;;request booking;
Trouble Ticket System;edit 2nd level ticket;edit;Edit 2nd level ticket;;2nd level ticket;
Business participant;Moderate E-mail Discussion;Moderate;E-mail Discussion;;moderate e|mail discussion;
Developer;Notify administrator;Notify;administrator;notifies;administrator;
Trouble Ticket System;Send mail to account manager;Send;Mail to Account Manager;sends;mail to account manager;
Sales Department;Prepare contract;Prepare;contract;prepares;contract;
Seminar Speaker;Give talk;Give;talk;gives;talk;
Aqua Distilled Water Company;Deliver Water;Deliver;Water;delivers;water;
Firm;Review Application;Review;Application;;review application;
Logistic Department Worker;Deliver Water;Deliver;Water;delivers;water;
No Magic;Arrange Facilities and Meals;Arrange;Facilities|Meals;arranges;facilities|meals;
Travel Agent;Check Availability;Check;Availability;checks;availability;
Business participant;Reduce Number of Voting Members and Recalculate Votes;Reduce;Number of Voting Members|Recalculate Votes;reduces|recalculates;number of voting members|votes;
Bank;Send quote;Send;quote;sends;quote;
Administrator;Install new version;Install;new version;instals;new version;
Clerk;Decide if normal post or special shipment;Decide;normal post|special shipment;decides;normal post|special shipment;
Nobel Committee Medicine;Determine Need for Expert Assistance;Determine;Need for Expert Assistance;determines;need for expert assistance;
Seller;Consider the proposal;Consider;proposal;considers;proposal;
No Magic;Send Invitations to Customers;Send;Invitations to Customers;sends;invitations to customers;
Sales Representative;Suggest Change;Suggest;Change;suggests;change;
Front Desk;Review & Escalate;Escalate;Review;reviews|escalates;;
Clerk;Check if extra insurance is necessary;Check;extra insurance;checks;extra insurance;
System Communication;Store in Statistical System;Store in;Statistical System;stores in;statistical system;
CRM;Get Client Information;Get;Client Information;gets;client information;
Support Department;Receive Notification;Receive;Notification;receives;notification;
Vacation Request Approval Process;Approve Vacation Request;Approve;Vacation Request;approves;vacation request;
Marketing Manager;Welcome Participants;Welcome;Participants;;welcome participants;
2nd level support;edit 2nd level ticket;Edit;2nd Level Ticket;;2nd level ticket;
Customer Service Assistant;Forward Order;Forward;Order;;forward order;
Sales rep;Calculate terms;Calculate;terms;calculates;terms;
Trouble Ticket System;Open ticket;Open;ticket;;open ticket;
Business participant;Receive Book Request;Receive;Book Request;receives;book request;
Support Manager;Receive Notification;Receive;Notification;receives;notification;
Nobel Assembly;Discuss Nominators (Meeting 1);Discuss;Nominators|Meeting 1;discusses;nominators|meeting 1;
No Magic;Prepare Seminar Description;Prepare;Seminar Description;prepares;seminar description;
Firm;Prepare Offer;Prepare;Offer;prepares;offer;
Sales Department;Indicate Price;Indicate;Price;indicates;price;
Reader;Find Wanted Title;Find Wanted;Title;finds wanted;title;
Business participant;Post Results on Web Site;Post;Post Results on Web Site;posts;results on web site;
Sales manager;Consider the proposal;Consider;proposal;considers;proposal;
Librarian;Notify First Waiting Reader;Notify;First Waiting Reader;notifies;first waiting reader;
Service Contract Implementation Layer;Store in Marketing System Client 200;Store in;Marketing System Client;;store in marketing system client 200;
Marketing Manager;Arrange Facilities and Meals;Arrange;Facilities|Meals;arranges;facilities|meals;
Recruiter;Prepare Offer;Prepare;Offer;prepares;offer;
1st level support;Send Mail to Account Manager;Send;Mail to Account Manager;sends;mail to account manager;
2nd level support;Insert issue into product backlog;Insert;issue into product|backlog;inserts;issue into product backlog;
Vacation Request Approval Process;Book Vacation;Book;Vacation;;book vacation;
Nobel Committee Medicine;Collect Candidates Work Assessment Reports;Collect;Candidates Work Assessment Reports;collects;candidates work assessment reports;
Travel Agent;Get Booking Request;Get;Booking Request;gets;booking request;
Nominator;Send Nominee Completed Form(s);Send;Form;sends|completes;nominee|form;
Reservation;Get Confirmation;Get;Confirmation;gets;confirmation;
Key account manager;Get problem description;Get;problem description;gets;problem description;
Business participant;Check Calendar for Conference Call;Check;Calendar for Call;checks;calendar for conference call;
Sales Department;Send quote;Send;quote;sends;quote;
Manager;Approve Vacation Request;Approve;Vacation Request;approves;vacation request;
Employee;Mark vacation in Calendar;Mark;vacation in Calendar;;mark vacation in calendar;
Trouble Ticket System;Close Ticket;Close;ticket;;close ticket;
Technician;Acknowledge;Acknowledge;;;acknowledge;
Hardware Retailer;Package goods;Package;goods;;package goods;
Sales Department;Initiate File;Initiate;File;initiates;file;
Sales manager;Prepare special terms;Prepare;special terms;prepares;special terms;
Order Process;Book Order;Book;Order;;book order;
Pizza Customer;Select a pizza;Select;pizza;selects;pizza;
Bank;Prepare special terms;Prepare;special terms;prepares;special terms;
Support Department;Update Client on Delay;Update;Client on Delay|Escl;updates;client on delay;
Vacation Request Approval Process;Update Vacation Request;Update;Update Vacation Request;;update vacation request;
Sales Department;Calculate terms;Calculate;terms;calculates;terms;
ERP Expert;Resolve Communication Problem and Book Order;Resolve;Communication Problem|Book Order;resolves;communication problem|book order;
Business participant;Hold Reply;Hold;Reply;holds;reply;
Car House;Set Available Cars;Set;Available Cars;sets;available cars;
2nd Level Support Agent;Document 2nd level result;Document;2nd level result;;document 2nd level result;
Car House;Get Confirmation;Get;Confirmation;gets;confirmation;
Trouble Ticket System;Open Ticket;Open;ticket;;open ticket;
Organization;Indicate Price;Indicate;Price;indicates;price;
Trouble Ticket System;Insert Issue into Product Backlog;Insert;Issue into Product Backlog;inserts;issue into product backlog;
Seminar Coordinator;Open Seminar;Open;Seminar;;open seminar;
Business participant;Prepare Invoice;Prepare;Invoice;prepares;invoice;
Service Contract Implementation Layer;Book Order;Book;Order;;book order;
Service Contract Implementation Layer;Store in Marketing System Client 100;Store in;Marketing System Client;;store in marketing system client 100;
Technician;Connect Remotely to Client;Connect;Client;connects;client;
Reader;Get Item;Get;Item;gets;item;
Administrative Department;Check Solvency;Check;Solvency;checks;solvency;
Seminar Coordinator;Send Invitations to Customers;Send;Invitations to Customers;sends;invitations to customers;
Support Department;Acknowledge;Acknowledge;;;acknowledge;
Aqua Distilled Water Company;Forward Order;Forward;Order;;forward order;
1st level support;Edit 1st Level Ticket;Edit;1st Level|Ticket;;1st level ticket;
Software developer;Examine problem;Examine;problem;examines;problem;
